<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
loading/tank/tip395;Along with the new Schmalturm, the Panther F also received a new gun, the Kw.K. 44/1. Compared to the previous Kw.K. 42, it revised the location of the recoil buffer and recuperator, removed the air pump for the bore evacuator, and changed the construction of the gun cradle.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip396;Canadian Dry Pin, or CDP, was a type of track link for the M3/M4 medium tank family which did not use rubber in its construction due to material shortages. The tracks were generally as reliable as American rubber-padded and steel-cleated tracks, even excelling in certain situations.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip397;In 1942, Canada requested an M10 GMC for testing, but the US was unable to provide one. They were instead given all the technical drawings and documentation, as well as a turret. One 3in S.P. Ram Mk. I was produced and used for evaluation purposes only.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip398;"In the early 1950s, a proposal was made to mount a tracking and ranging radar onto existing M42 and M42A1 Dusters. The proposal went by the name ""RADUSTER"", but was not pursued.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip399;Ahead of a U.S. congressional visit in Aug 1989, tankers of the 24-ya Motostryelkovaya Diviziya triple-layered Kontakt-1 ERA on the turrets of their T-72B tanks, likely as a deception. It was never uninstalled either, with at least one being spotted in the Russo-Ukrainian War.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip400;The Chaparral SAM system had three main variants of launch vehicle: M48, M48A1, and M48A2. The M48A2 was distinguished from the previous models by its use of the improved M730A2 chassis, with M113A2 automotives, and the M54A2 launcher, which featured a thermal imager.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip401;On initial models of the M4 Sherman, there was not enough space inside the turret for the gunner's turret controls, leading to around an inch of armor being cut out from the inside of the turret cheek. This was initially resolved with appliqué armor and later by revising the casting.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip402;While creating the T-34-100, the enlarged turret was found to be too heavy, overstressing the standard T-34 chassis, resulting in the removal of the bow machine gun—replaced by a fixed forward-firing gun—and the thinning of the roof and floor from 20mm to 15mm.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip403;Although the USMC's ERA kit for the M60A1 was also compatible with the M60A3, only five experimental versions were ever made. The standard issue M60A3 TTS was never equipped with ERA.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip404;Contrary to popular belief, the Ob'yekt 279's strange appearance was not to prevent overturning in a nuclear blast. Rather, it was simply a quirk of the four-track configuration and the ellipsoid shape having good ballistic resistance.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip405;Initially, the M8 Greyhound was designed with a removable pintle-mounted .30 caliber MG on the back of the turret. This was later upgraded to a .50 caliber MG, with initial versions using the M49C ring mount and later versions using a collapsible pintle on the rear turret wall.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip406;The pintle machine gun mounts for the M8 Greyhound were removable as they were attached to a removable plate in the rear wall of the turret. The hole was originally designed to allow easier removal of the 37mm gun but was adapted for the MG mount early in production.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip407;The Carro Armato Pesante Mod. 40 (P. 40) was an Italian heavy tank, developed by enlarging an M.40 and fitting additional armour and a larger gun to it. The production model would feature angled armour and around 100 would later be produced under German occupation.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip408;The Carro Armato Pesanta Mod. 40 (P. 40) was an Italian heavy tank. It was twice the weight and had a larger gun than Italian medium tanks of the era, but was still significantly lighter than contemporary heavy tanks of other nations.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip409;The Italian Carro Armato Pesante Mod. 1943 (P. 43) was an improved heavy tank design over the P. 40. It would have received a 75/34 or 105/23 cannon, and had improved armour and automotive performance. The prototype was siezed by the Germans and not pursued further.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip410;"Nopparat Kulhiran, also known as ""Madame Tank"", is a Thai defense industry entrepeneur and vice president of Chaiseri. They primarily manufacture track links for various clients, including the U.A.E.'s Leclerc and Pakistan's Al-Zarrar tanks, as well as the First Win family of MRAPs.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip411;"During the development of the T-44, the third series of prototype armed with 85mm gun became known as the T-44A, with the name T-44B sometimes being attributed to designs with the 100mm gun. When the final design was finalized for production, the ""A"" was dropped.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip412;"The nickname ""Gavin"", which is sometimes attributed to the M113, was never officially adopted and likely never used by troops. Instead, it was made up by the ""Reformer"" Mike Sparks.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip413;"Originally, the T-90A was produced with a T01-K04 ""Buran-M"" gunner's sight. In 2006, this was changed to a French Catherine-XP imager, identified by a slightly different housing.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip414;The mittlerer Flammpanzerwagen (Sd.Kfz. 251/17) was a flamethrower-armed variant of the mittlerer Schützenpanzerwagen (Sd.Kfz. 251) halftrack. It featured two flame projectors, fitted to the rim of each side of the rear compartment.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip415;"In 1944, the STP-S-53 ""Taran"" stabilizer was developed for the T-34-85. A prototype was tested in March, with 4 additional models built the following year by Zavod No. 112. Although it showed good results, it was ultimately not adopted.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip416;For a short time in British media, the Renault FT was nicknamed the Mosquito, believed to originate from Général Estienne's concept of light tanks acting as a swarm of bees stinging foes along the frontline.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip417;"The ""FT"" in Renault FT does not stand for anything, as it is a factory code. The previous Renault vehicles in this code series was the FS, a car equipped with the same engine as the FT. The FU (after the FT) was a truck designed to transport the FT.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip418;"The M60A2 is commonly yet incorrectly refered to as the ""Starship"" in online circles, coined well after the type's deactivation. The most common nicknames for the M60A2 by its crews were ""A2"", ""A-Deuce"", or simply ""Deuce"".";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip419;The Pz.Kpfw. II (Flamm) was a conversion of Pz.Kpfw. II Ausf. D and E, replacing the turret with one armed with a machine gun, and fitting two flame projectors to the hull. A total of 151 examples were made between two short production series.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip420;The M18 76mm GMC was one of the first U.S. tanks to operate with a muzzle brake. The identification of German tanks was largely taught to look for certain features, such as a muzzle brake, so many M18s had the front half of their barrels painted red during a transition period.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip421;On 13 Jul 1939, Germany would begin painting a white cross on their armoured vehicles, all armoured vehicles without the marking were to be treated as enemies. On 26 Oct 1939, the marking was no longer applied to the front, and given a black inner cross.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip422;Wu.G. 6 calculated batch costs for the production of the Panther tank. The tank itself (without gun) was estimated at 117,100 Reichsmarks, which very roughly converts to 500,000 USD today.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip423;The Panther II was planned for mass production in late 1943, starting with exclusive production by Demag, with Panther I production to continue in parallel by other firms. The Panther II was cancelled in May 1943, following trials.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip424;"The T-44MS was a single prototype based on a T-44M modified with a STP-2 ""Tsiklon"" two-plane gun stabilizer and TKN-1 and TPN-1 night vision devices. While the gun handling was improved, the ergonomics of the turret were severely degraded, leadng to the project's cancellation.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip425;In 1991, the 9A331 launch vehicle for the Tor-M1 SAM system was changed to the 9A331-1, identifiable by its new seventh road wheel. This was done because the original GM-355M chassis was manufactured by MTZ in Belarus, which was no longer part of the USSR.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip426;"The Sōkō Sagyō Ki (Armoured Work Vehicle), abbreviated SS-Ki, was a Japanese engineering vehicle built on the I-Go chassis. However, when it was first documented by the Allies, the meaning of ""SS"" was unknown, leading to it being referenced as ""super-small"" in TM-E 30-480.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip427;"The M1 Abrams was initially known during development as the XM815. Shortly after development commenced, it was standardized to XM1. It would only be in 1981 when the vehicle would receive the name ""Abrams"" after former CSA Creighton Abrams.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip428;The Chinese DYW/PT86-100 APFSDS uses a combustible cartridge casing, a feature that is extremely rare among all types of high-velocity 100mm ammo, both rifled and smoothbore. ;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip429;The first operator of ČKD's TNH tank was Iran, who purchased 50 of the TNHP variant in the mid-1930s. They saw combat against British and Soviet forces during their 1941 invasion of Iran.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip430;The Multifunctional Self-Protection System (MUSS) found on the SPz Puma uses a range of sensors to detect guided missiles to which the main jammer head is able to rotate 360° and disrupt threats from any azimuth around the vehicle.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip0;Naval doctrine had a continuous development lineage from the age of steam to the penultimate battleships of the late 40s, focusing on gunnery from large, armoured platforms.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip1;The French Destroyer Le Terrible set the world speed record for a ship with conventional hull on the recorded speed of 45.02 knots (83.38km/h).;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip2;PT-109, an 80' Elco Motor Torpedo Boat (MTB), was commanded by LTJG John F. Kennedy, who would later serve as President of the United States.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip3;In 1988, Soviet frigate Byezzavyetnyj rammed the American cruiser USS Yorktown (CG-48) as the latter was passing through Soviet territorial waters in the Black Sea. The USS Caron (DD-970) also rammed by the frigate SKR-6 during the same voyage.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip4;The U.S. Baltimore-class heavy cruiser USS Canberra was named in honour of the HMAS Canberra, which was lost in action during the Solomon Islands campaign. This was the first American warship named after a foreign city.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip5;Early anti-aircraft proximity fuzes were prone to detonating on water splashing above the hull, rain, and other projectiles. Later models decreased sensitivity but suffered somewhat in lethality.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip6;The German cruiser Blücher was sunk by a variety of Norwegian defences at Drøbak Sound, including multiple hits by 19th-century Whitehead torpedoes, all a mere 202 days after it was commissioned.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip7;In 1954, four Chinese-operated Pr. 123 torpedo boats attacked the ROCS Tai Ping (F-22) during the First Taiwan Strait crisis, sinking the frigate. The boat which dealt the killing blow, No. 158, remains on display today.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip8;The signing of the Anglo-German Naval Treaty in 1935 prompted France to disregard its own obligations under the Washington and London naval treaties by beginning construction of Battleship Jean Bart and breaking their 70,000-tonnage limit.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip9;"The cruiser Chōkai is often reported to have sunk to 5"" gunfire from USS White Plains (CVE-66) detonating its torpedoes. However, the torpedo tubes were discovered intact in 2019. It is most likely that it was sunk by an air strike.";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip10;IJN surface detection radars used longer pulse lengths to compensate for low energy output, yielding a wider discrimination range of 1km. Comparatively, USN radar had effective contact discrimination down to 300m.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip11;When the multinational United Nations Command required English to coordinate between services, non-native English speakers from a Dutch Destroyer amused Australian airborne artillery spotters with their radio terminology. ('On ze way... Splish!').;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip12;While HMS Warspite (03) is often credited with the furthest naval gunnery hit record, it's possible that the furthest hit was scored by Italian cruiser Raimondo Montecuccoli at 26,000yds (24,000m) against the minesweeper HMS Hebe (J 24).;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip13;The 13-Gō radar sent signals similar to those used on USN Aircraft IFF. The information yielded included aircraft type, strength, and course heading. However, by 1944, the IJN could not challenge allied airpower.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip14;The Unrotated Projectile AA Rocket projector was used by the Royal Navy to deploy parachute mines as air defence for ships. This system however had many faults, including a tendency for the mines to drift back to the firing ship.;;;;;;;;;;;;;;;;;;;;;
loading/ship/newbie/tip15;"The Royal Navy preferred increasing gun calibre by 1.5"" for each iteration, seen from 12"", to 13.5"" and 15"". The USN preferred 2"" gun caliber increments, going from 12"" to 14"" and 16"".";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip16;Major Russian surface units are often equipped with several times more weapons systems compared to western surface vessels. This is due to the reliance on an officer corps to provide maintenance periodically, requiring Russian ships to have several back-up systems.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip17;Dutch submarines in the Pacific War were extremely effective, with an average tonnage sunk per submarine sitting at 22,022 tons, second only to the USN's 101,923 tonnes per submarine.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip18;USS Princeton (CVL-23) was lost in Oct 1944 from a single bomb hit dropped by a D4Y Suisei, which penetrated the wooden deck and started several fires, leading to an eventual ammunition explosion 3 hours later.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip19;The Royal Canadian Navy entered WWII with only 6 ocean-going vessels, but by the end of hostilities the Canadian fleet had grown to 434 commissioned vessels.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip20;Article IX of the Japanese constitution prohibits 'offensive weapons' including aircraft carriers, hence the JMSDF's aircraft carrying Izumo class ships are designated as 'Multi-purpose Destroyers'.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip21;Despite possessing a vast submarine fleet, the Soviet Navy was unable to conduct submarine warfare in the Baltic Sea for much of WWII due to torpedo nets placed in the Gulf of Finland.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip22;The extremely confined nature of the Adriatic Sea meant that major surface combatants could not manoeuvre. This pushed the Navies of Italy and Austria-Hungary to opt for smaller, fast-moving boats.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip23;German surface raiders operated in both world wars, they were extremely effective and heavily armed despite their looks. Emden and Kormoran saw successes in the Indian Ocean, with Emden being lost to HMAS Sydney (1912) and Kormoran sinking HMAS Sydney (D48).;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip24;The Pr. 7U destroyer Storozhyevoj would have the entire front half—including two turrets and most of the bridge—blown off by a torpedo in 1941 but managed to remain afloat. It would be rebuilt from 1942 to 1943 with the front half of the incomplete Pr. 30 destroyer Organizovannyj.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip25;During WWII, the Soviets created a floating artillery gun by mounting a 100mm B-24BM turret atop two Pr. 165 landing craft, with a total of eleven constructed. They were first seen at the Battle of Stalingrad and served until the end of the war, fighting on the Oder river.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip26;The G-5 motor torpedo boats were preceded by the Sh-4. Their construction was very similar, although they were smaller and had weaker armament. Most were fitted with two 7.62mm machine guns and two 450mm torpedoes, as opposed to the 533mm torpedoes of the G-5.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip27;The G-6 motor torpedo boat was designed as an enlarged version of the G-5 and to act as an MTB leader. Armed with multiple autocannons and six torpedoes, the design was ultimately not pursued, and only one prototype was built.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip28;The Romanian Smârdan and Mihail Kogălniceanu classes of river monitors use unique turrets for their A430 guns. They have a similar form to the turret of the T-54/T-55, but are made from flat plates welded together.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip29;Although Valentine Mk. IX turrets were used to arm the Landing Craft Support variants of the Fairmile H, the Q.F. 6-pdr. (7 cwt.) Mk. III was exchanged for the longer-barrelled Mk. V.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip30;The Pr. 45 destroyer was meant to be a more heavily armed version of the Pr. 7 thanks to new boilers that allowed for three twin-gun B-31 mounts. However, the turrets were never produced, and the only ship, Opytnyj, was left with a meagre three 130mm guns.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip31;The Pr. 1124 and Pr. 1125 armoured boats were equipped with a wide variety of primary armaments. Examples included Lender AA guns, T-28 turrets with both KT-28 and L-10 guns, F-34-armed T-34 turrets, 82mm and 132mm rocket launchers, and more.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip32;Despite not being a major naval power, the Soviet Union possessed one of the largest submarine fleets in the world at the outbreak of WWII. This was largely driven by a shift in naval doctrine from large capital ships towards many smaller, nimbler torpedo boats and submarines.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip33;Several of the first destroyers built and serviced by the Soviet Union were based on French and Italian designs. The Pr. 1/Pr. 38 took direct inspiration from the French Vauquelin class contre-torpilleurs, while the Pr. 7 was based on the Italian Maestrale class destroyers.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip34;The Anshan-class was a series of four Soviet Pr. 7 Destroyer's transferred to the Peoples Liberation Army Navy (PLAN) in 1954. The class would be refitted with Anti-Ship Missiles in the 1970s and served until the 1990s. Three have been preserved as Museums/Training ships.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip35;"The Washington Naval Treaty was a treaty signed in 1922 that limited the construction of all new capital ships for a period of 10-years beginning the so-called ""Battleship Holiday"". The treaty was eventually followed by the London Naval Treaty in 1932.";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip36;The Soviet Project 23-class Battleships was a class of 15 planned Battleships intended to be built during the 1940s for the Soviet Navy. Of the 15 planned only four were ever laid down and none were completed.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip37;The Soviet Project 23bis was a refinement of the Project 23 Battleship that saw several of the flaws noted in the original design corrected. The armour was to be decreased, and the hull elongated. No ships of this class were laid down.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip38;Project 69-I was a redesigned variant of Soviet Project 69 heavy cruiser using German 38cm S.K. C/34 Naval guns instead of the 305mm/55 B-50 obr. 1940g. guns which by 1941 had not been built due to material shortages and delays.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip39;Project 69AV was the proposed conversion of the incomplete Soviet heavy cruiser Kronshtadt into an aircraft carrier. The project was ultimately cancelled, with both of the incomplete hulls later scrapped.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip40;Project 30K was a variant of the Project 30 destroyer that was completed post-war. The redesign saw their internal layout and armaments substantially altered. All remaining Project 30 destroyers that had been laid down were completed according to the Project 30K design.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip41;Project 30bis was a variant of the Project 30K destroyer. This variant featured a completely welded hull and was larger than its predecessor. 70 ships were built and served throughout the Cold War. Ships of this class were also operated by the Egyptian, Polish, and Indonesian Navy.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip42;The Weser was an incomplete German aircraft carrier, designed and built on the hull of the 95% complete Admiral Hipper-class cruiser Seydlitz. This conversion was ultimately abandoned and the ship was captured by Soviet Forces at the end of the war and later scrapped.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip43;As part of British efforts to destroy infrastructure critical to German battleship operations, the raid on St. Nazaire in 1942 saw the obsolete HMS Campbeltown rammed into the drydock and detonated, rendering it unusable, preventing Tirpitz from safely operating in the Atlantic.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip44;"USS Oregon (BB-3) was an Indiana-class battleship commissioned in 1896. Oregon was nicknamed ""The Bulldog of the Navy"" due to its impressive top speed, and served until 1919 when it was decommissioned and converted into a museum ship. It was scrapped in 1954.";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip45;Crane Ship No. 1 was a self-propelled crane built out of the hull of the former battleship USS Kearsarge (BB-5) following the Washington Naval Treaty. Kearsarge was renamed in 1941 to free up the name Kearsarge for an aircraft carrier. The ship served until it's scrapping in 1955.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip46;The Prairie State (IX-15) was the hulked former battleship USS Illinois (BB-7) which had been converted into a training ship. The ship was renamed to free the name Illinois for an Iowa-class battleship. Prairie State was ultimately scrapped in 1954.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip47;Warship No. 111 was the shipyard designation for what would have been the fourth Yamato-class battleship and the second of the No. 110 sub-class. The ship was never completed, being only 30% complete before being scrapped following the Battle of Midway.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip48;The Project 30A was the designation applied to a proposed variant of the Project 30 destroyer that would have used American built turbine engines instead of the Soviet geared steam turbines. The project never advanced past the design phase.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip49;USS Virginia (BB-13) was the lead ship of the Virginia-class battleships which were designed as an improvement over the preceding Maine-class. Virginia was the first US Navy battleship to be armed with a mixed battery of 305mm and 203mm guns. The ship was sunk as a target in 1923.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip50;The USS South Carolina (BB-26) was the first dreadnought-type battleship designed and commissioned into the U.S. Navy. It was innovative in its use of a superfiring main battery arrangement, which would later be adopted by most naval powers.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip51;The USS Utah following its decommissioning was converted into a training ship and was later refitted as an anti-aircraft test ship. It was in this configuration when it was sunk on the morning of 7 Dec 1941 during the Attack on Pearl Harbor.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip52;Flugzeugträger I was a planned conversion of the liner Europa into an aircraft carrier. Work began in May 1942, but was cancelled in Nov due to various political and engineering issues surrounding the conversion of the ship. The ship was ceded to France post-war. ;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip53;Flugzeugträger II was a German aircraft carrier design intended to be built using the incomplete hull of the French De Grasse light cruiser. The conversion was never initiated, with the hull being used post-war by the French Navy for another design.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip54;Kreuzer M was a German light cruiser design mounting eight 15cm S.K. C/28 guns in twin turrets. The ships were designed for commerce raiding and featured high top speeds. Four ships of this class were planned, but only two were laid down. No ships of this class were completed.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip55;Owing to flaws with the original design of the Kreuzer M, two further cruisers were ordered to a modified design under the designations Q and R. The modifications included an increase in size and modifications to the internal arrangement. No ships of this class were ever laid down.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip56;On 10 Dec 1941, the battleship HMS Prince of Wales and battlecruiser HMS Repulse were sunk by Japanese aviation off the coast of Malaysia. This marked the first time that a capital ship had been sunk by air power alone.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip57;In 1915, Mullins & Co. was contracted by the Russian Empire to build a series of small armoured boats, which were too advanced to be built by Russia's shipbuilding industry. They would see service with Russian, German, Soviet, and Estonian militaries at various times until 1945.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip58;The Pr. 1125 armoured boats were a smaller version of the Pr. 1124, featuring only a single primary turret, most often a T-34 turret with the F-34 gun.;;;;;;;;;;;;;;;;;;;;;
loading/ship/newbie/tip59;"The length of a weapon barrel is often measured in calibers, which is the length of the barrel divided by the diameter of the bore. It is often notated as L/##, or, in the case of naval weapons, ##mm/##. Examples include the 10,5cm K. 18 L/52 and the 3""/50 Gun MK 10 MOD 0.";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip60;Initial German plans to disrupt supplies to the U.K. involved using capital ships and converted merchant vessels as commerce raiders. However, after the sinking of the Bismarck in 1941, the priority shifted to U-Boats, which remained effective through around 1943.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip61;The initial attack wave of Swordfish from HMS Ark Royal was equipped with Duplex Exploder Torpedoes and accidentally attacked HMS Sheffield as she shadowed Bismarck. Sheffield was unscathed from this assault due to the torpedo's faulty exploders and evasive manoeuvres.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip62;Lt Cdr Gerard Roope was posthumously awarded the first Victoria Cross of WWII. His ship, HMS Glowworm, engaged a pair of destroyers and the Admiral Hipper heavy cruiser alone, and after sustaining significant battle damage, Glowworm rammed the Admiral Hipper and sunk.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip63;The Ansaldo UP.41 was one of a series of battleships designed by the Italian ship-building company Ansaldo. The design was offered to the Soviet Navy who showed interest but ultimately did not purchase the design. This design was inspiration for the Project 23 battleship.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip64;Flugzeugträger I (1915) was a planned conversion of the Italian ocean liner Ausonia initiated by the Reichs Naval Office. However, the conversion process was never begun due to a moratorium placed on the construction of new warships. The hull would ultimately be sold for scrap in 1922.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip65;Initial German plans to disrupt supplies to the U.K. involved using capital ships and converted merchant vessels as commerce raiders. However, after the sinking of the Bismarck in 1941, the priority shifted to U-Boats, which remained effective through around 1943.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip66;Rudolf Egelhoffer was a Project 1241RE corvette built by the Soviet Union for the Volksmarine. In 1990 the ship was transferred to the US Navy and renamed Hiddensee. It was decommissioned in 1996 and given to Battleship Cove for use as a museum ship.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip67;"The term ""U-Boat"" comes from the German U-Boot, or Unterseeboot, meaning submarine. The term was used by Allied forces to refer to German submarines during the world wars.";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip68;On 25 Feb 1991, while bombarding the Faylakah Island, the Phalanx CIWS of the USS Jarrett (FFG-33) mistakenly shot at a chaff bundle deployed by the nearby USS Missouri (BB-63). Fortunately, most of the rounds missed, only minor damages caused by one penetration.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip69;In 1937, Germany developed designs for the Zerstörer 1937 J - a highspeed tropical destroyer for use in the Atlantic Ocean. It was meant to replace 1936 and 1936 A models, but never left the drawing board.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip70;The Versuchsschnellboot VS 5 «Halbunterseeboot» was a 1941 design for a half-underwater fast vessel. Most of the vessel was positioned underwater, with a narrow crew compartment above water.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip71;M 1226 (RD 9), M 1227 (RD 17), M 1228 (RD 26), M 1229 (RD 35), and TR 106 (RD 49) were German operated Minensuchboote from Italy, originally known as Rimochiatori Dragamine);;;;;;;;;;;;;;;;;;;;;
loading/ship/tip72;MA 1 (M 1 Søløven), MA 2 (M 2 Søbjørnen), MA 3 (M 3 Søulven), MA 4 (M 4 Søridderen), MA 5 (M 5 Søhesten), and MA 6 (M 6 Søhunden) were German operated Minensuchboote from Denmark, originally known as Minestrygere 1938.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip73;"M 551 Willem van Ewijk, M 552 Pieter Florisz, and M 553 Abraham van der Hulst were German operated Minensuchboote from the Netherlands, originally known as Mijnenveger 1936 ""Jan van Amstel-Klasse""";;;;;;;;;;;;;;;;;;;;;
loading/ship/tip74;Experimental German hydrofoil fast boats were known as Versuchstragflächenschnellboote (VT), but were renamed to Versuchsschnellboote (VS), merging the system with other experimental boats.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip75;The Versuchsschnellboot VS 8 Schell I was stranded in a storm during testing in 1940 following an engine failure. The vehicle was recovered but deemed a total loss.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip76;The French heavy cruiser Colbert was the second of four Suffren-class heavy cruisers constructed for the French Navy. Colbert would serve in the French Navy from 1929 until it was scuttled at Toulon in 1942 along with its sister ships. It was subsequently scrapped in 1948.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip77;The French Battleship Turrene as seen in WoWs is a combination of Design A and B from the 1907-1908 design program that spawned the Courbet-class. Plans did exist for a Danton-like ship with a uniform main battery. Turrene, however, is not representative of these plans.;;;;;;;;;;;;;;;;;;;;;
loading/ship/tip78;Project 56K was the designation for the destroyer Bravyj (Бравый) that was converted into the prototype for a SAM equipped destroyer. This ship had it's aft 130mm gun replaced by a twin launcher for the M-1 Volna. Seven ships would be rebuilt to this specification as Project 56A.;;;;;;;;;;;;;;;;;;;;;
