<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
mig-21_bis_sau_0;▀ Mikojan-Gurewitsch izd. 75B | MiG-21bis (SAU);▀MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;▀\t米\t格\t-21 二\t型\t-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;米\t格\t-21 比\t斯\t-SAU;MiG-21bis-SAU;;
mig-21_bis_sau_1;▀ MiG-21bis;▀MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;▀\t米\t格\t-21 比\t斯;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;MiG-21bis-SAU;米\t格\t-21 比\t斯\t-SAU;MiG-21bis-SAU;;
mig-21_bis_sau_2;MiG-21;▀MiG-21;MiG-21;MiG-21;MiG-21;МиГ-21;MiG-21;MiG-21;MiG-21;▀\t米\t格\t-21;MiG-21;MiG-21;МіГ-21;MiG-21;MiG-21;MiG-21;MiG-21;MiG-21;米\t格\t-21;MiG-21;;
mig-21_bis_lazur_shop;▀ MiG-21bis (Lazur);"▀MiG-21 ""Lazur-M""";"▀MiG-21 ""Lazur-M""";"▀MiG-21 ""Lazur-M""";"▀MiG-21 ""Lazur-M""";"◊MiG-21 ""Lazur-M""";▀MiG-21 „Lazur-M”;"▀MiG-21 ""Lazur-M""";"◊MiG-21 ""Lazur-M""";▀\t米\t格\t-21bis (蓝\t天\t-M);"◊MiG-21 ""Lazur-M""";"▀MiG-21 ""Lazur-M""";"▀MiG-21 ""Lazur-M""";"◊MiG-21 ""Lazur-M""";"◊MiG-21 ""Lazur-M""";"▀MiG-21 ""Lazur-M""";"◊MiG-21 ""Lazur-M""";"◊MiG-21 ""Lazur-M""";▀\t米\t格\t-21bis (藍\t天\t-M);"◊MiG-21 ""Lazur-M""";;
mig-21_bis_lazur_0;▀ Mikojan-Gurewitsch izd. 75A | MiG-21bis (Lazur);"▀MiG-21bis ""Lazur-M""";"▀MiG-21bis ""Lazur-M""";"▀MiG-21bis ""Lazur-M""";"▀MiG-21bis ""Lazur-M""";"◊MiG-21bis ""Lazur-M""";▀MiG-21bis „Lazur-M”;"▀MiG-21bis ""Lazur-M""";"◊MiG-21bis ""Lazur-M""";▀\t米\t格\t-21bis “蓝\t天\t-M”\t指\t挥\t系\t统\t引\t导\t模\t块;"◊MiG-21bis ""Lazur-M""";"▀MiG-21bis ""Lazur-M""";"▀MiG-21bis ""Lazur-M""";"◊MiG-21bis ""Lazur-M""";"◊MiG-21bis ""Lazur-M""";"▀MiG-21bis ""Lazur-M""";"◊MiG-21bis ""Lazur-M""";"◊MiG-21bis ""Lazur-M""";▀\t米\t格\t-21bis “藍\t天\t-M”\t指\t揮\t系\t統\t引\t導\t模\t塊;"◊MiG-21bis ""Lazur-M""";;
mig-21_bis_lazur_1;▀ MiG-21bis;▀MiG-21bis;▀MiG-21bis;▀MiG-21bis;▀MiG-21bis;◊MiG-21bis;▀MiG-21bis;▀MiG-21bis;◊MiG-21bis;▀\t米\t格\t-21bis;◊MiG-21bis;▀MiG-21bis;▀MiG-21bis;◊MiG-21bis;◊MiG-21bis;▀MiG-21bis;◊MiG-21bis;◊MiG-21bis;▀\t米\t格\t-21bis;◊MiG-21bis;;
mig-21_bis_lazur_2;MiG-21;▀MiG-21;▀MiG-21;▀MiG-21;▀MiG-21;◊MiG-21;▀MiG-21;▀MiG-21;◊MiG-21;▀\t米\t格\t-21;◊MiG-21;▀MiG-21;▀MiG-21;◊MiG-21;◊MiG-21;▀MiG-21;◊MiG-21;◊MiG-21;▀\t米\t格\t-21;◊MiG-21;;
mig_23m_shop;MiG-23M;MiG-23M;MiG-23M;MiG-23M;MiG-23M;МиГ-23М;MiG-23M;MiG-23M;MiG-23M;米\t格\t-23M;MiG-23M;MiG-23M;MiG-23M;МіГ-23М;MiG-23M;MiG-23M;MiG-23M;MiG-23M;MiG-23M;米\t格\t-23M;MiG-23M;
mig_23m_0;Mikoyan i Guryevich izd. 23-11M | MiG-23M;MiG-23M;MiG-23M;MiG-23M;MiG-23M;МиГ-23М;MiG-23M;MiG-23M;MiG-23M;米\t格\t-23M;MiG-23M;MiG-23M;MiG-23M;МіГ-23М;MiG-23M;MiG-23M;MiG-23M;MiG-23M;MiG-23M;米\t格\t-23M;MiG-23M;
mig_23m_1;MiG-23M;MiG-23M;MiG-23M;MiG-23M;MiG-23M;МиГ-23М;MiG-23M;MiG-23M;MiG-23M;米\t格\t-23M;MiG-23M;MiG-23M;MiG-23M;МіГ-23М;MiG-23M;MiG-23M;MiG-23M;MiG-23M;MiG-23M;米\t格\t-23M;MiG-23M;
mig_23m_2;MiG-23;MiG-23;MiG-23;MiG-23;MiG-23;МиГ-23;MiG-23;MiG-23;MiG-23;米\t格\t-23;MiG-23;MiG-23;MiG-23;МіГ-23;MiG-23;MiG-23;MiG-23;MiG-23;MiG-23;米\t格\t-23;MiG-23;
mig_23bn_shop;▀ MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀\t米\t格\t-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀\t米\t格\t-23BN;▀MiG-23BN;;
mig_23bn_0;▀ Mikojan-Gurewitsch izd. 32-24B | MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀\t米\t格\t-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀\t米\t格\t-23BN;▀MiG-23BN;;
mig_23bn_1;▀ MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀\t米\t格\t-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀MiG-23BN;▀\t米\t格\t-23BN;▀MiG-23BN;;
mig_23bn_2;MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;米\t格\t-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀\t米\t格\t-23;▀MiG-23;;
mig_23mf_germany_shop;▀ MiG-23MF;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀МиГ-23МФ;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;;
mig_23mf_germany_0;▀ Mikojan-Gurewitsch izd. 23-11A | MiG-23MF;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀МиГ-23МФ;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;;
mig_23mf_germany_1;▀ MiG-23MF;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀МиГ-23МФ;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;▀MiG-23M;;
mig_23mf_germany_2;MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀МиГ-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;;
mig_23mla_shop;▀ MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;;
mig_23mla_0;▀ Mikojan-Gurewitsch izd. 23-16 | MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;;
mig_23mla_1;▀ MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;▀MiG-23MLA;;
mig_23mla_2;MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;▀MiG-23;;
mig_23mld_shop;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;МиГ-23МЛД;MiG-23MLD;MiG-23MLD;MiG-23MLD;米\t格\t-23MLD;MiG-23MLD;MiG-23MLD;МіГ-23МЛД;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;米\t格\t-23MLD;MiG-23MLD;;
mig_23mld_0;Mikoyan i Guryevich izd. 23-18 | MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;МиГ-23МЛД;MiG-23MLD;MiG-23MLD;MiG-23MLD;米\t格\t-23MLD;MiG-23MLD;MiG-23MLD;МіГ-23МЛД;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;米\t格\t-23MLD;MiG-23MLD;;
mig_23mld_1;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;МиГ-23МЛД;MiG-23MLD;MiG-23MLD;MiG-23MLD;米\t格\t-23MLD;MiG-23MLD;MiG-23MLD;МіГ-23МЛД;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;MiG-23MLD;米\t格\t-23MLD;MiG-23MLD;;
mig_23mld_2;MiG-23;MiG-23;MiG-23;MiG-23;MiG-23;МиГ-23;MiG-23;MiG-23;MiG-23;米\t格\t-23;MiG-23;MiG-23;МіГ-23;MiG-23;MiG-23;MiG-23;MiG-23;MiG-23;米\t格\t-23;MiG-23;;
mig_23ml_shop;MiG-23MLA;MiG-23ML;MiG-23ML;MiG-23ML;MiG-23ML;МиГ-23МЛ;MiG-23ML;MiG-23ML;MiG-23ML;米\t格\t-23ML;MiG-23ML;MiG-23ML;МіГ-23МЛ;MiG-23ML;MiG-23ML;MiG-23ML;МиГ-23МЛ;MiG-23ML;米\t格\t-23ML;MiG-23ML;;
mig_23ml_0;Mikoyan i Guryevich izd. 23-16 | MiG-23MLA;MiG-23ML;MiG-23ML;MiG-23ML;MiG-23ML;МиГ-23МЛ;MiG-23ML;MiG-23ML;MiG-23ML;米\t格\t-23ML;MiG-23ML;MiG-23ML;МіГ-23МЛ;MiG-23ML;MiG-23ML;MiG-23ML;МиГ-23МЛ;MiG-23ML;米\t格\t-23ML;MiG-23ML;;
mig_23ml_1;MiG-23MLA;MiG-23ML;MiG-23ML;MiG-23ML;MiG-23ML;МиГ-23МЛ;MiG-23ML;MiG-23ML;MiG-23ML;米\t格\t-23ML;MiG-23ML;MiG-23ML;МіГ-23МЛ;MiG-23ML;MiG-23ML;MiG-23ML;МиГ-23МЛ;MiG-23ML;米\t格\t-23ML;MiG-23ML;;
mig_23ml_2;MiG-23;MiG-23;MiG-23;MiG-23;MiG-23;МиГ-23;MiG-23;MiG-23;MiG-23;米\t格\t-23;MiG-23;MiG-23;МіГ-23;MiG-23;MiG-23;MiG-23;МиГ-23;MiG-23;米\t格\t-23;MiG-23;;
mig_29_9_13_shop;MiG-29;MiG-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;MiG-29;MiG-29;米\t格\t-29;MiG-29;MiG-29;МіГ-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;米\t格\t-29;MiG-29;;
mig_29_9_13_0;Mikoyan i Guryevich izd. 9-13 | MiG-29;MiG-29 (Tranche 9-13);MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;MiG-29;MiG-29;米\t格\t-29;MiG-29;MiG-29;МіГ-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;米\t格\t-29;MiG-29;;
mig_29_9_13_1;MiG-29;MiG-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;MiG-29;MiG-29;米\t格\t-29;MiG-29;MiG-29;МіГ-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;米\t格\t-29;MiG-29;;
mig_29_9_13_2;MiG-29;MiG-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;MiG-29;MiG-29;米\t格\t-29;MiG-29;MiG-29;МіГ-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;米\t格\t-29;MiG-29;;
mig_29smt_9_19_shop;MiG-29SMT;MiG-29SMT;MiG-29SMT;MiG-29SMT;MiG-29SMT;МиГ-29СМТ;MiG-29SMT;MiG-29SMT;MiG-29SMT;米\t格\t-29SMT;MiG-29SMT;MiG-29SMT;МиГ-29СМТ;MiG-29SMT;MiG-29SMT;MiG-29SMT;МиГ-29СМТ;MiG-29SMT;米\t格\t-29SMT;MiG-29SMT;;
mig_29smt_9_19_0;Mikoyan i Guryevich izd. 9-19R | MiG-29SMT;MiG-29SMT (Tranche 9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);МиГ-29СМТ (9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);米\t格\t-29SMT (9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);МиГ-29СМТ (9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);MiG-29SMT (9-19);МиГ-29СМТ (9-19);MiG-29SMT (9-19);米\t格\t-29SMT (9-19);MiG-29SMT (9-19);;
mig_29smt_9_19_1;MiG-29SMT;MiG-29SMT;MiG-29SMT;MiG-29SMT;MiG-29SMT;МиГ-29СМТ;MiG-29SMT;MiG-29SMT;MiG-29SMT;米\t格\t-29SMT;MiG-29SMT;MiG-29SMT;МиГ-29СМТ;MiG-29SMT;MiG-29SMT;MiG-29SMT;МиГ-29СМТ;MiG-29SMT;米\t格\t-29SMT;MiG-29SMT;;
mig_29smt_9_19_2;MiG-29;MiG-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;MiG-29;MiG-29;米\t格\t-29;MiG-29;MiG-29;МиГ-29;MiG-29;MiG-29;MiG-29;МиГ-29;MiG-29;米\t格\t-29;MiG-29;;
mig_29_9_12_germany_shop;▀ MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;Ariete AMV;◊MiG-29;◊\t米\t格\t-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊\t米\t格\t-29;◊MiG-29;;
mig_29_9_12_germany_0;▀ Mikojan-Gurewitsch izd. 9-12A | MiG-29;◊MiG-29 (Tranche 9-12A);◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29 (9-12А);◊MiG-29 (9-12A);◊MiG-29 (9-12A);◊MiG-29 (9-12A);◊\t米\t格\t-29;◊MiG-29 (9-12A);◊MiG-29;◊MiG-29;◊MiG-29 (9-12A);◊MiG-29 (9-12A);◊MiG-29;◊MiG-29 (9-12А);◊MiG-29 (9-12A);◊\t米\t格\t-29;◊MiG-29 (9-12A);;
mig_29_9_12_germany_1;▀ MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊\t米\t格\t-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊\t米\t格\t-29;◊MiG-29;;
mig_29_9_12_germany_2;MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊\t米\t格\t-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊MiG-29;◊\t米\t格\t-29;◊MiG-29;;
mig_29_9_12g_shop;▀ MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄\t米\t格\t-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄\t米\t格\t-29G;◄MiG-29G;;
mig_29_9_12g_0;▀ Mikojan-Gurewitsch / DaimlerChrysler Aerospace | MiG-29G Fulcrum;◄MiG-29 (Tranche 9-12G);◄MiG-29 (9-12G);◄MiG-29 (9-12G);◄MiG-29 (9-12G);◄MiG-29G (9-12G);◄MiG-29 (9-12G);◄MiG-29 (9-12G);◄MiG-29 (9-12G);◄\t米\t格\t-29 (9-12G);◄MiG-29（9-12G）;◄MiG-29 (9-12G);◄MiG-29G (9-12G);◄MiG-29 (9-12G);◄MiG-29 (9-12G);◄MiG-29G(9-12G);◄MiG-29G (9-12G);◄MiG-29 (9-12G);◄\t米\t格\t-29 (9-12G);◄MiG-29 (9-12G);;
mig_29_9_12g_1;▀ MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄\t米\t格\t-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄MiG-29G;◄\t米\t格\t-29G;◄MiG-29G;;
mig_29_9_12g_2;MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄\t米\t格\t-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄MiG-29;◄\t米\t格\t-29;◄MiG-29;;
su_27_shop;Su-27;Su-27 ;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;苏\t-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;;
su_27_0;Sukhoj | Su-27;Soukhoï Su-27;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;苏\t-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;;
su_27_1;Su-27;Su-27 ;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;苏\t-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;;
su_27_2;Su-27;Su-27 ;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;苏\t-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;Су-27;Su-27;Su-27;Su-27;;
f-4c_shop;F-4C-25;F-4C Phantom II;F-4C;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C\t“\t鬼\t怪\t”\tII;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C;F-4C Phantom II;F-4C Phantom II;F-4C 팬텀 II;F-4C Phantom II;F-4C Phantom II;F-4C 幽靈II;F-4C\t“\t鬼\t怪\t”\tII
f-4c_0;McDonnell Douglas Model 98DE | F-4C-25-MC Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C\t“\t鬼\t怪\t”\tII;F-4C Phantom II;F-4C Phantom II;F-4C Phantom II;F-4C;F-4C Phantom II;F-4C Phantom II;F-4C 팬텀 II;F-4C Phantom II;F-4C Phantom II;F-4C 幽靈II;F-4C\t“\t鬼\t怪\t”\tII
f-4c_1;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C Phantom II;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C;F-4C
f-4c_2;F-4;F-4C;F-4C;Phantom;F-4C;F-4C;F-4C;F-4C;F-4 Phantom II;F-4C;F-4;F-4C;F-4C;F-4C;F-4C;F-4C;F-4;F-4C;F-4C;F-4C;F-4C;F-4C
f-4e_shop;F-4E-48;F-4E Phantom II;F-4E;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E\t“\t鬼\t怪\t”\tII;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E 팬텀 II;F-4E Phantom II;F-4E Phantom II;F-4E 幽靈II;F-4E\t“\t鬼\t怪\t”\tII
f-4e_0;McDonnell Douglas Model 98GV-1 | F-4E-48-MC Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E\t“\t鬼\t怪\t”\tII;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E 팬텀 II;F-4E Phantom II;F-4E Phantom II;F-4E 幽靈II;F-4E\t“\t鬼\t怪\t”\tII
f-4e_1;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E Phantom II;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E
f-4e_2;F-4;F-4E;F-4E;Phantom;F-4E;F-4E;F-4E;F-4E;F-4 Phantom II;F-4E;F-4;F-4E;F-4E;F-4E;F-4E;F-4E;F-4;F-4E;F-4E;F-4E;F-4E;F-4E
f-4e_iaf_shop; F-4E-48;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;;
f-4e_iaf_0; McDonnell Douglas Model 98GV-1 | (IS)F-4E | F-4E-48-MC Ḳurnas;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;F-4E Phantom II;;
f-4e_iaf_1; F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;;
f-4e_iaf_2;F-4;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;F-4E;;
f-4e_kurnass_2000_shop; F-4E Ḳurnas 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;;
f-4e_kurnass_2000_0; McDonnell Douglas | F-4E Ḳurnas 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;F-4E Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;F-4E Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;F-4E Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;;
f-4e_kurnass_2000_1; F-4E Ḳurnas 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;Kurnass 2000;;
f-4e_kurnass_2000_2;F-4;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;Kurnass;;
f-4f_shop;▀ F-4F-59;;;;;;;;;;;;;;;;;;;;;
f-4f_0;▀ McDonnell Douglas Model 98NQ | (GY)F-4E | F-4F-59-MC Phantom II;;;;;;;;;;;;;;;;;;;;;
f-4f_1;▀ F-4F;;;;;;;;;;;;;;;;;;;;;
f-4f_2;F-4;;;;;;;;;;;;;;;;;;;;;
f-4f_late_shop;▀ F-4F-63;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;▀\tF-4F\t“\t鬼\t怪\t”\tII;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;F-4F;▀\tF-4F;F-4F;
