"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"loading_bg/login_layer_amx_50_1950/desc";"Reward for level 100 of the ""Royal Guard"" Battle Pass season";"Récompense pour le niveau 100 de la Saison ""Royal Guard"" du Battle Pass ";"Ricompensa del livello 100 della Stagione Battle Pass ""Guardia Reale""";"Belohnung für Stufe 100 in der Battle Pass Season ""Royal Guard""";"Recompensa por el nivel 100 de la Temporada del Pase de Batalla ""Guardia Real""";"Награда за 100-й уровень сезона Боевого пропуска ""Королевская гвардия""";"Nagroda za osiągnięcie 100 poziomu Przepustki bitewnej „Straż Królewska”";"Odměna za 100 úroveň Bitevního pasu sezóny ""Royal Guard""";"""Royal Guard"" Battle Pass Sezonunun 100. seviyesine ulaşma ödülü";"战\t斗\t通\t行\t证 • “皇\t家\t护\t卫”\t赛\t季 100 级\t奖\t励";"バトルパスシーズン「ロイヤルガード」\tレベル\t100\tの\t報酬";"Recompensa por alcançar o nível 100 da temporada do Battle Pass Royal Guard";"Нагорода за 100-й рівень сезону бойової перепустки «Королівська гвардія»";"Reward for level 100 of the ""Royal Guard"" Battle Pass Season";"Jutalom a ""Királyi gárda"" Battle Pass szezon századik szintjének eléréséért.";"배틀 패스 ""Royal Guard"" 시즌 100레벨 달성 보상";"Узнагарода за 100-ы ўзровень сезона Баявога пропуску ""Каралеўская гвардыя""";"Reward for level 100 of the ""Royal Guard"" Battle Pass Season";"戰\t鬥\t通\t行\t證 • “皇\t家\t守\t衛”\t賽\t季 100 級\t獎\t勵";"Reward for level 100 of the ""Royal Guard"" Battle Pass Season";"Phần thưởng cho cấp độ 100 của mùa Battle Pass ""Royal Guard""";;
"loading_bg/login_layer_ah_6m";"AH-6M Littlebird";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";"AH-6M";;
"loading_bg/login_layer_desmonies_nevada";"USS Des Moines (CA-148) and USS Nevada (BB-36)";"USS Des Moines et USS Nevada";"USS Des Moines e USS Nevada";"USS Des Moines und USS Nevada";"USS Des Moines y USS Nevada";"USS Des Moines and USS Nevada";"USS Des Moines i USS Nevada";"USS Des Moines a USS Nevada";"USS Des Moines ve USS Nevada";"得\t梅\t因\t号\t重\t巡\t洋\t舰\t与\t内\t华\t达\t号\t战\t列\t舰";"USS デモインと\tUSS ネバダ";"USS Des Moines e USS Nevada";"USS Des Moines та USS Nevada";"USS Des Moines and USS Nevada";"USS Des Moines és USS Nevada";"USS 디모인과 USS 네바다";"USS Des Moines and USS Nevada";"USS Des Moines and USS Nevada";"德\t梅\t因\t（CA-134）\t與\t內\t華\t達\t（BB-36）";"USS Des Moines and USS Nevada";"USS Des Moines và USS Nevada";;
"loading_bg/login_layer_char_2c";"FCM 2C vs Pz.Kpfw. III J and Pz.Kpfw. II C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"2C 型\t超\t重\t型\t坦\t克";"シャール 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"Char 2C";"2C 型\t超\t重\t型\t坦\t克";"Char 2C";"Char 2C";;
"loading_bg/login_layer_yak_141";"Yak-141 and Ka-29";"Yak-141";"Yak-141";"Yak-141";"Yak-141";"Як-141";"Jak 141";"Jak-141";"Yak-141";"雅\t克\t-141";"Yak-141";"Yak-141";"Як-141";"Yak-141";"Yak-141";"Yak-141";"Як-141";"Yak-141";"雅\t克\t-141";"Yak-141";"Yak-141";;
"loading_bg/login_layer_armored_vehicles";"VBCI 2 (MCT-30), VBM Freccia C/C, and BTR-80A";"APC moderne";"APC Moderno";"Moderner MTW";"APC Moderno";"Современные БТР";"Nowoczesny transporter opancerzony";"Moderní APC";"Modern ZPT";"现\t代\t装\t甲\t运\t兵\t车";"現代装甲兵員輸送車";"APC moderno";"Сучасні БТР";"Modern APC";"Modern páncélozott szállító harcjármű";"현대 APC";"Сучасныя БТР";"Modern APC";"現\t代\t裝\t甲\t運\t兵\t車";"Modern APC";"Modern APC";;
"loading_bg/login_layer_j_8f";"J8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"歼\t-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"J-8F";"殲\t-8F";"J-8F";"J-8F";;
"loading_bg/login_layer_la_royale";"French Naval Forces";"Forces Navales françaises";"Marina Francese";"Französische Seestreikräfte";"Fuerzas Navales Francesas";"Флот Франции";"Flota francuska";"Francouzské námořnictvo";"Fransız Deniz Kuvvetleri";"法\t国\t海\t军";"フランス\t海軍";"Forças Navais Francesas";"Флот Франції";"French Naval Forces";"Francia Haditengerészet";"프랑스 해군";"Флот Францыі";"French Naval Forces";"法\t國\t海\t軍";"French Naval Forces";"Hải quân Pháp";;
"loading_bg/login_layer_mi_8_to_55";"Mi-8 and TO-55";"Mi-8 et TO-55";"Mi-8 e TO-55";"Mi-8 und TO-55";"Mi-8 y TO-55";"Ми-8 и ТО-55";"Mi-8 i TO-55";"Mi-8 a TO-55";"Mi-8 ve TO-55";"米\t-8 与 TO-55";"Mi-8、\tTO-55";"Mi-8 e TO-55";"Мі-8 та ТВ-55";"Mi-8 and TO-55";"Mi-8 és TO-55";"Mi-8, TO-55";"Mi-8 i TO-55";"Mi-8 and TO-55";"Mi-8 與 TO-55";"Mi-8 and TO-55";"Mi-8 và TO-55";;
"loading_bg/login_layer_chaparral";"M48A2 GMS vs Su-25T";"Chaparral";"Chaparral";"Chaparral";"Chaparral";"Chaparral";"Chaparral";"Chaparral";"Chaparral";"小\t檞\t树\t防\t空\t系\t统";"チャパラル";"Chaparral";"Chaparral";"Chaparral";"Chaparral";"채퍼렐";"Chaparral";"Chaparral";"檞\t樹\t防\t空\t系\t統";"Chaparral";"Chaparral";;
"loading_bg/login_layer_kings_battle";"Kings of Battles";"Rois des Batailles";"Re delle Battaglie";"Kings of Battle";"Kings of Battles";"Боги войны";"Kings of Battles";"Kings of Battles";"Kings of Battles";"战\t争\t之\t王";"キングスオブバトル";"Kings of Battles";"Королі Битви";"Kings of Battles";"Kings of Battles";"전투의 왕";"Боги войны";"Kings of Battles";"戰\t爭\t之\t王";"Kings of Battles";"Kings of Battles";;
"loading_bg/login_layer_yamashiro";"IJN Yamashiro";"Yamashiro";"Yamashiro";"Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"Yamashiro";"IJN Jamaširo";"IJN Yamashiro";"山\t城\t号\t战\t列\t舰";"扶桑型戦艦 山城";"IJN Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"IJN 야마시로";"IJN Yamashiro";"IJN Yamashiro";"山\t城";"IJN Yamashiro";"IJN Yamashiro";;
"loading_bg/login_layer_hungary_ground_vehicles";"Hungarian Ground Forces";"Forces terrestres hongroises";"Forze Terrestri Ungheresi";"Ungarische Landstreitkräfte";"Fuerzas Terrestres Húngaras";"Бронетехника Венгрии";"Węgierskie Wojska Lądowe";"Maďarské pozemní síly";"Macar Kara Kuvvetleri";"匈\t牙\t利\t陆\t军\t地\t面\t装\t备";"ハンガリー\t陸軍";"Forças Terrestres Húngaras";"Угорські наземні сили";"Hungarian Ground Forces";"Hungarian Ground Forces";"헝가리 지상군";"Бронетехника Венгрии";"Hungarian Ground Forces";"匈\t牙\t利\t陸\t軍\t地\t面\t裝\t備";"Hungarian Ground Forces";"Lục quân Hungary";;
"loading_bg/login_layer_football";"Tank Football — Inspiration";"Football de Chars — Inspiration";"Calcio tra Carri — Ispirazione";"Panzer-Fußball - Inspiration";"Fútbol de Tanques - Inspiración";"Танковый футбол — Момент вдохновения";"Futbol pancerny – inspiracja";"Tankový fotbal — inspirace";"Tank Futbolu - İlham";"坦\t克\t足\t球\t赛 — 激\t情\t对\t抗";"戦車\tフットボール：\tインスピレーション";"Futebol de Tanques — Inspiração";"Танковий футбол - Момент натхнення";"Tank Football — Inspiration";"Harckocsifoci — Inspiráció";"전차 축구: 열정의 순간";"Танкавы футбол - Момант натхнення";"Tank Football — Inspiration";"坦\t克\t足\t球\t賽 — 激\t情\t對\t抗";"Tank Football — Inspiration";"Tank Football — Inspiration";;
"loading_bg/login_layer_mobile_infantry";"Mobile Infantry";"Infanterie Mobile";"Fanteria Mobile";"Mobile Infanterie";"Infantería Móvil";"Мобильная пехота";"Mobilna Piechota";"Mobilní pěchota";"Mobile Infantry";"机\t动\t步\t兵";"機動歩兵";"Infantaria Móvel";"Мобільна піхота";"Mobile Infantry";"Mobil gyalogság";"기동 보병";"Мабільная пяхота";"Mobile Infantry";"機\t動\t步\t兵";"Mobile Infantry";"Bộ binh di động";;
"loading_bg/login_layer_centurion_mk2";"Centurion, Mk. II";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"百\t夫\t长 Mk 2";"センチュリオン Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"Centurion Mk.2";"센츄리온 Mk.2";"Centurion Mk.2";"Centurion Mk.2";"百\t夫\t長 Mk.2";"Centurion Mk.2";"Centurion Mk.2";;
"loading_bg/login_layer_centurion_mk2/desc";"Reward for level 100 of the ""Her Majesty's Hussar"" Battle Pass season";"Récompense pour le niveau 100 de la Saison ""Hussard de Sa Majesté"" du Battle Pass";"Ricompensa per il livello 100 della stagione del Battle Pass ""Ussari di Sua Maestà""";"Belohnung für Level 100 der ""Hussar Ihrer Majestät"" Battle Pass Saison";"Recompensa por el nivel 100 de la Temporada del Pase de Batalla ""Húsar de Su Majestad""";"Награда за 100-й уровень сезона Боевого пропуска ""Гусар Её Величества""";"Nagroda za osiągnięcie 100 poziomu Przepustki bitewnej „Huzar Jej Królewskiej Mości”";"Odměna za 100 úroveň Bitevního pasu sezóny ""Her Majesty's Hussar""";"""Her Majesty's Hussar"" Battle Pass Sezonunun 100. seviyesine ulaşma ödülü";"战\t斗\t通\t行\t证 • “禁\t卫\t骠\t骑\t兵”\t赛\t季 100 级\t奖\t励";"バトルパスシーズン「女王陛下の\t軽騎兵」\tレベル\t100\tの\t報酬";"Recompensa por alcançar o nível 100 da temporada do Battle Pass Her Majesty's Hussar";"Нагорода за 100-й рівень сезону Бойової перепустки «Гусар її Величності»";"Reward for level 100 of the ""Her Majesty's Hussar"" Battle Pass Season";"Jutalom az ""Őfelsége huszárja"" Battle Pass szezon századik szintjének eléréséért.";"배틀 패스 ""Her Majesty's Hussar"" 시즌 100레벨 달성 보상";"Узнагарода за 100-ы ўзровень сезона Баявога пропуску ""Гусар Яе Вялікасці""";"Reward for level 100 of the ""Her Majesty's Hussar"" Battle Pass Season";"戰\t鬥\t通\t行\t證 • “女\t王\t陛\t下\t的\t驃\t騎\t兵”\t賽\t季 100 級\t獎\t勵";"Reward for level 100 of the ""Her Majesty's Hussar"" Battle Pass Season";"Phần thưởng cho cấp độ 100 của mùa Battle Pass ""Her Majesty's Hussar""";;
"loading_bg/login_layer_atomic_thunder";"Atomic Thunder — Hedgie";"Atomic Thunder — Hedgie";"Atomic Thunder — Hedgie";"Atomic Thunder — Hedgie";"Atomic Thunder — Hedgie";"Atomic Thunder — Ежиха";"Atomic Thunder — Jeżycha";"Atomic Thunder — Hedgie";"Atomic Thunder — Hedgie";"原\t子\t之\t心：\t刺\t猬\t战\t斗\t机\t器\t人";"アトミックサンダー：\tヘッジー";"Atomic Thunder — Hedgie";"Атомне серце — Хеджі";"Atomsko Srce — Ježica";"Atomic Thunder — Süni";"아토믹 썬더 - 고슴도치";"Atomic Thunder — Вожычыха";"Atomic Heart — Hedgie";"原\t子\t之\t心：\t刺\t猬\t戰\t鬥\t機\t器\t人";"Atomic Thunder — Hedgie";"Atomic Thunder — Hedgie";;
"loading_bg/login_layer_atomic_thunder_twins_01";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";"Atomic Thunder — МиГ-15";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";"原\t子\t之\t心：\t米\t格\t-15";"アトミックサンダー：\tMiG-15";"Atomic Thunder — MiG-15";"Атомне серце — МіГ-15";"Atomsko Srce — MiG-15";"Atomic Thunder — MiG-15";"아토믹 썬더 - MiG-15";"Atomic Thunder — MiГ-15";"Atomic Heart — MiG-15";"原\t子\t之\t心：\t米\t格\t-15";"Atomic Thunder — MiG-15";"Atomic Thunder — MiG-15";;
"loading_bg/login_layer_atomic_thunder_twins_02";"Atomic Thunder — War Machines";"Atomic Thunder — Machines de guerre";"Atomic Thunder — Macchine da Guerra";"Atomic Thunder — War Machines";"Atomic Thunder — Máquinas de Guerra";"Atomic Thunder — Машины войны";"Atomic Thunder — Machiny Wojenne";"Atomic Thunder — War Machines";"Atomic Thunder — War Machines";"原\t子\t之\t心：\t战\t争\t机\t器";"アトミックサンダー：\t戦争機械";"Atomic Thunder — Máquinas de Guerra";"Атомне серце — Машини війни";"Atomsko Srce — Ratne Mašine";"Atomic Thunder — Hadi gépek";"아토믹 썬더 -  워 머신";"Atomic Thunder — Баявыя Машыны";"Atomic Heart — Mașini de război";"原\t子\t之\t心：\t戰\t爭\t機\t器";"Atomic Thunder — War Machines";"Atomic Thunder — Cỗ Máy Chiến Tranh";;
"loading_bg/login_layer_spz_12_3";"SPz 12-3 (LGs M 40 A1)";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3/LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";"SPz 12-3 LGS";;
"loading_bg/login_layer_spz_12_3/desc";"Reward for level 100 of the ""Armour Breaking Ambusher"" Battle Pass season";"Récompense pour le niveau 100 de la Saison ""Armour Breaking Ambusher"" du Battle Pass ";"Ricompensa per il livello 100 della Stagione Battle Pass ""Imboscata Spacca Corazza""";"Belohnung für Level 100 der ""Armour Breaking Ambusher"" Battle Pass Saison";"Recompensa por el nivel 100 de la Temporada del Pase de Batalla ""Armour Breaking Ambusher""";"Награда за 100-й уровень сезона Боевого пропуска ""Засадный бронебойщик""";"Nagroda za osiągnięcie poziomu 100 w sezonie Przepustki Bitewnej „Przeciwpancerny Czatownik”";"Odměna za 100. úroveň sezóny Bitevního pasu ""Armour Breaking Ambusher""";"""Armour Breaking Ambusher"" Battle Pass Sezonunun 100. seviyesine ulaşma ödülü";"战\t斗\t通\t行\t证 • “破\t甲\t刀\t斧\t手”\t赛\t季 100 级\t奖\t励";"バトルパスシーズン「アーマーブレイキングアンブッシャー」\tの\tレベル\t100\tの\t報酬";"Recompensa pelo nível 100 da temporada do Battle Pass ""Armour Breaking Ambusher""";"Нагорода за 100-й рівень сезону бойової перепустки «Засадний бронебійник»";"Reward for level 100 of the ""Armour Breaking Ambusher"" Battle Pass Season";"Jutalom a ""Páncéltörő orvlövész"" Battle Pass szezon századik szintjének eléréséért.";"배틀 패스 ""Armour Breaking Ambusher"" 시즌 100레벨 달성 보상";"Узнагарода за 100-ы ўзровень сезона Баявога пропуску ""Засада, якая ламае браню""";"Reward for level 100 of the ""Armour Breaking Ambusher"" Battle Pass Season";"戰\t鬥\t通\t行\t證 • “破\t甲\t伏\t擊\t者”\t賽\t季 100 級\t獎\t勵";"Reward for level 100 of the ""Armour Breaking Ambusher"" Battle Pass Season";"Phần thưởng cho cấp độ 100 của mùa Battle Pass ""Armour Breaking Ambusher""";;
"loading_bg/login_layer_strikemaster";"Strikemaster Mk. 88";"Strikemaster Mk 88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"攻\t击\t霸\t主 Mk 88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"스트라이크마스터 Mk.88";"Strikemaster Mk.88";"Strikemaster Mk.88";"攻\t擊\t霸\t主 Mk 88";"Strikemaster Mk.88";"Strikemaster Mk.88";;
"loading_bg/login_layer_strikemaster/desc";"Reward for level 100 of the ""Tropical Storm"" Battle Pass season";"Récompense pour le niveau 100 de la Saison ""Tempête tropicale"" du Battle Pass ";"Ricompensa del livello 100 della Stagione Battle Passo ""Tempesta Tropicale""";"Belohnung für Stufe 100 in der Battle Pass Season ""Tropical Storm""";"Recompensa por el nivel 100 de la Temporada del Pase de Batalla ""Tropical Storm""";"Награда за 100-й уровень сезона Боевого пропуска ""Тропический шторм""";"Nagroda za poziom 100 Przepustki Bitewnej ""Tropikalna Burza""";"Odměna za 100. úroveň sezóny Bitevního pasu ""Tropical Storm""";"""Tropik Fırtına"" Battle Pass sezonu 100. seviye ödülü";"战\t斗\t通\t行\t证 • “热\t带\t风\t暴”\t赛\t季 100 级\t奖\t励";"バトルパスシーズン「トロピカルストーム」\tレベル\t100\tの\t報酬";"Prémio pelo Nível 100 da temporada do Battle Pass Tropical Storm";"Нагорода за 100-й рівень бойової перепустки сезону «Тропічний Шторм»";"Reward for level 100 of the ""Tropical Storm"" Battle Pass Season";"Reward for level 100 of the ""Tropical Storm"" Battle Pass Season";"배틀 패스 ""Tropical Storm"" 시즌 100레벨 달성 보상";"Узнагарода за 100-ы ўзровень сезона Баявога пропуску ""Трапічны Шторм""";"Reward for level 100 of the ""Tropical Storm"" Battle Pass Season";"戰\t鬥\t通\t行\t證 • 「熱\t帶\t風\t暴\t」\t賽\t季 100 級\t獎\t勵";"Reward for level 100 of the ""Tropical Storm"" Battle Pass Season";"Phần thưởng cho cấp độ 100 của mùa Battle Pass ""Tropical Storm""";;
"loading_bg/login_layer_night_battles";"Night Battles";"Bataille Nocturne";"Battaglia Notturna";"Nachtschlacht";"Batalla Nocturna";"Ночной бой";"Bitwa nocna";"Noční bitva";"Gece Savaşı";"夜\t间\t战\t场";"夜戦";"Batalha Noturna";"Нічний Бій";"Night Battle";"Night Battle";"야간 전투";"Ночной бой";"Night Battle";"夜\t戰";"Night Battle";"Trận chiến ban đêm";;
"loading_bg/login_layer_submarine_convoy_hunting";"Battle of the Atlantic";"Bataille de l'Atlantique";"Battaglia dell'Atlantico";"Schlacht um den Atlantik";"Batalla del Atlántico";"Битва за Атлантику";"Bitwa o Atlantyk";"Bitva o Atlantik";"Atlantik Savaşı";"大\t西\t洋\t海\t战";"大西洋の\t戦い";"Batalha do Atlântico";"Битва за Атлантику";"Battle of the Atlantic";"Battle of the Atlantic";"대서양 전투";"Битва за Атлантику";"Battle of the Atlantic";"大\t西\t洋\t海\t戰";"Battle of the Atlantic";"Trận chiến Đại Tây Dương";;
"loading_bg/login_layer_wt_11_years_fire";"11th Anniversary of War Thunder — Fire";"11e Anniversaire de War Thunder";"11° Anniversario di War Thunder";"11. Geburtstag von War Thunder";"11º Aniversario de War Thunder";"11 лет War Thunder";"11 rocznica premiery War Thunder";"11. výročí War Thunderu";"War Thunder'in 11. Doğum Günü";"战\t争\t雷\t霆\t十\t一\t周\t年";"War Thunder』\t11周年記念";"11º Aniversário do War Thunder";"11 років War Thunder";"11th Anniversary of War Thunder";"11th Anniversary of War Thunder";"워 썬더 11주년";"11 лет War Thunder";"11th Anniversary of War Thunder";"War Thunder 十\t一\t週\t年";"11th Anniversary of War Thunder";"Kỉ niệm 11 năm War Thunder";;
"loading_bg/login_layer_wt_11_years_dark";"11th Anniversary of War Thunder — Night";"11e Anniversaire de War Thunder";"11° Anniversario di War Thunder";"11. Geburtstag von War Thunder";"11º Aniversario de War Thunder";"11 лет War Thunder";"11 rocznica premiery War Thunder";"11. výročí War Thunderu";"War Thunder'in 11. Doğum Günü";"战\t争\t雷\t霆\t十\t一\t周\t年";"『War Thunder』\t11周年記念";"11º Aniversário do War Thunder";"11 років War Thunder";"11th Anniversary of War Thunder";"11th Anniversary of War Thunder";"워 썬더 11주년";"11 лет War Thunder";"11th Anniversary of War Thunder";"War Thunder 十\t一\t週\t年";"11th Anniversary of War Thunder";"Kỉ niệm 11 năm War Thunder";;
"loading_bg/login_layer_togii";"T.O.G. 2*";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";"TOG II";;
"loading_bg/login_layer_jas39Gripen";"JAS 39 A Gripen and ▄ Gripen C";"JAS 39 Gripen";"JAS 39 Gripen";"JAS39 Gripen";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 鹰\t狮";"JAS 39 グリペン";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 그리펜";"JAS 39 Gripen";"JAS 39 Gripen";"JAS 39 獅\t鷲";"JAS 39 Gripen";"JAS 39 Gripen";;
"loading_bg/login_layer_vt_4b";"VT4A1";"VT-4";"VT-4";"VT-4B";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";"VT-4";;
"loading_bg/login_layer_air_superiority";"Air Superiority";"Air Superiority";"Superiorità Aerea";"Air Superiority";"Air Superiority";"Господство в воздухе";"Air Superiority";"Air Superiority";"Air Superiority";"空\t中\t霸\t权";"エアスペリオリティー（Air Superiority）";"Superioridade Aérea";"Перевага в повітрі";"Air Superiority";"Air Superiority";"Air Superiority";"Господство в воздухе";"Air Superiority";"空\t中\t優\t勢";"Air Superiority";"Ưu thế trên không";;
"loading_bg/login_layer_winter_marathon_2024";"Winter Extreme — 2023-24";"Hiver extrême 2023-24";"Inverno Estremo 2023-24";"Winter Extreme 2023-24";"Invierno Extremo 2023-24";"Зимний Экстрим 2023-24";"Zimowe Szaleństwo 2023-24";"Zimní extrém 2023-24";"Winter Extreme 2023-24";"冰\t暴\t狂\t潮";"ウィンターエクストリーム（Winter Extreme）\t2023-24";"Inverno Extremo 2023-24";"Зимовий Екстрим 2023-24";"Winter Extreme 2023-24";"Winter Extreme 2023-24";"2023-24년 윈터 익스트림";"Зимний Экстрим 2023-24";"Winter Extreme 2023-24";"冰\t暴\t狂\t潮";"Winter Extreme 2023-24";"Winter Extreme 2023-24";;
"loading_bg/login_layer_m551_76";"M551 (M32A1)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551/76 谢\t里\t登";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";"M551(76)";;
"loading_bg/login_layer_m551_76/desc";"Reward for level 100 in the ""Airborne General"" Battle Pass season";"Récompense pour le niveau 100 de la Saison ""Airborne General"" du Battle Pass ";"Ricompensa per il livello 100 nella Stagione Battle Pass ""Generale Paracadutista""";"Belohnung für Stufe 100 in der Battle Pass Saison ""Airborne General""";"Recompensa por el nivel 100 de la Temporada del Pase de Batalla ""Airborne General""";"Награда за 100-й уровень сезона Боевого пропуска ""Десантный генерал""";"Nagroda za 100 poziom Sezonu ""Airborne General"" Przepustki Bitewnej";"Odměna za 100. úroveň Bitevního pasu sezóny ""Airborne General""";"""Airborne General"" Battle Pass Sezonunun 100. seviyesine ulaşma ödülü";"战\t斗\t通\t行\t证 • “空\t降\t神\t兵”\t赛\t季 100 级\t奖\t励";"バトルパスシーズン「エアボーンジェネラル（Airborne General）」\tで\tレベル\t100\tを\t達成した\t報酬";"Recompensa por alcançar o nível 100 da temporada do Battle Pass Airborne General";"Нагорода за 100-й рівень бойової перепустки сезону «Десантний генерал»";"Reward for level 100 in the ""Airborne General"" Battle Pass Season";"Reward for level 100 in the ""Airborne General"" Battle Pass Season";"배틀 패스 ""Airborne General"" 시즌 100레벨 달성 보상";"Награда за 100-й уровень сезона Боевого пропуска ""Десантный генерал""";"Reward for level 100 in the ""Airborne General"" Battle Pass Season";"戰\t鬥\t通\t行\t證 • “空\t降\t神\t兵”\t賽\t季 100 級\t獎\t勵";"Reward for level 100 in the ""Airborne General"" Battle Pass Season";"Phần thưởng cho cấp độ 100 của mùa Battle Pass ""Airborne General""";;
"loading_bg/login_layer_call_of_the_dragon";"Call of the Dragon";"Appel du Dragon";"Chiamata del Drago";"Ruf des Drachen";"Llamada del Dragón";"Зов дракона";"Smoczy Zew";"Call of the Dragon";"Call of the Dragon";"巨\t龙\t召\t唤";"コールオブザドラゴン（Call of the Dragon）";"Chamado do Dragão";"Поклик дракона";"Call of the Dragon";"Call of the Dragon";"용의 부름";"Зов дракона";"Call of the Dragon";"巨\t龍\t召\t喚";"Call of the Dragon";"Tiếng gọi của Rồng";;
"loading_bg/login_layer_zbd_04a";"ZBD04A and Z10";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"04A\t式歩兵戦闘車";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";"ZBD04A";;
"loading_bg/login_layer_f20";"F-20A-NO Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A 虎\t鲨";"F-20A タイガーシャーク";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A Tigershark";"F-20A 타이거샤크";"F-20A Tigershark";"F-20A Tigershark";"F-20A 虎\t鯊";"F-20A Tigershark";"F-20A Tigershark";;
"loading_bg/login_layer_hungary_aircrafts";"Hungarian Air Forces";"Force aérienne hongroise";"Aviazione Ungherese";"Ungarische Luftwaffe";"Fuerza Aérea Húngara";"Авиация Венгрии";"Węgierskie Siły Powietrzne";"Maďarské letectvo";"Macar Hava Kuvvetleri";"匈\t牙\t利\t空\t军";"ハンガリー\t空軍";"Força Aérea Húngara";"ВПС Угорщини";"Hungarian Air Force";"Hungarian Air Force";"헝가리 공군";"Авиация Венгрии";"Hungarian Air Force";"匈\t牙\t利\t空\t軍";"Hungarian Air Force";"Không quân Hungary";;
"loading_bg/login_layer_mad_thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"废\t土\t雷\t霆";"マッドサンダー";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"매드 썬더";"Mad Thunder";"Mad Thunder";"瘋\t狂\t雷\t霆";"Mad Thunder";"Sấm Giận";;
