"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"armor_class/armor15_8";"Steel 15.8 mm";"Acier 15.8 mm";"Acciaio da 15,8 mm";"Stahl 15.8 mm";"Acero 15.8 mm";"Сталь 15.8 мм";"Stal 15,8 mm";"15,8 mm ocel";"Çelik 15.8 mm";"15.8 毫\t米\t钢\t板";"鋼 15.8mm";"Aço de 15.8 mm";"Сталь 15.8 мм";"Čelik 15.8 mm";"15,8 mm acél";"15.8 mm 강판";"Сталь 15,8 мм";"Steel 15.8 mm";"15.8 毫\t米\t鋼";"15.8\t毫\t米\t钢\t板";"Thép 15.8 mm";;
"armor_class/armor15_87";"Steel 15.87 mm";"Acier 15.87 mm";"Acciaio 15.87mm";"Stahl (15,87 mm)";"Acero 15.87 mm";"Сталь 15.87 мм";"Stal 15,87 mm";"15,9 mm ocel";"Çelik 15.87 mm";"15.87 毫\t米\t钢\t板";"鋼 15.87mm";"15.87 mm de Aço";"Сталь 15.87 мм";"Čelik 15.87 mm";"15,87 mm acél";"15.87 mm 강판";"Сталь 15,87 мм";"Oțel 15,87 mm";"15.87 毫\t米\t鋼";"15.87 毫\t米\t钢\t板";"Thép 15.87 mm";;
"armor_class/armor16";"Steel 16 mm";"Acier 16 mm";"Acciaio 16mm";"Stahl (16 mm)";"Acero 16 mm";"Сталь 16 мм";"Stal 16 mm";"16 mm ocel";"Çelik 16 mm";"16 毫\t米\t钢\t板";"鋼 16mm";"16 mm de Aço";"Сталь 16 мм";"Čelik 16 mm";"16 mm acél";"16 mm 강판";"Сталь 16 мм";"Oțel 16 mm";"16 毫\t米\t鋼";"16 毫\t米\t钢\t板";"Thép 16 mm";;
"armor_class/armor16_5";"Steel 16.5 mm";"Acier 16.5 mm";"Acciaio 16.5mm";"Stahl (16,5 mm)";"Acero 16.5 mm";"Сталь 16.5 мм";"Stal 16,5 mm";"16,5 mm ocel";"Çelik 16.5 mm";"16.5 毫\t米\t钢\t板";"鋼 16.5mm";"16.5 mm de Aço";"Сталь 16.5 мм";"Čelik 16.5 mm";"16,5 mm acél";"16.5 mm 강판";"Сталь 16,5 мм";"Oțel 16,5 mm";"16.5 毫\t米\t鋼";"16.5 毫\t米\t钢\t板";"Thép 16.5 mm";;
"armor_class/armor16_9";"Steel 16.9 mm";"Acier 16.9mm";"Acciaio 16.9mm";"Stahl (16,9 mm)";"Acero 16.9 mm";"Сталь 16.9 мм";"Stal 16,9 mm";"16,9 mm ocel";"Çelik 16.9 mm";"16.9 毫\t米\t钢\t板";"鋼 16.9mm";"16.9 mm de Aço";"Сталь 16.9 мм";"Čelik 16.9 mm";"16,9 mm acél";"16.9 mm 강판";"Сталь 16,9 мм";"Oțel 16,9 mm";"16.9 毫\t米\t鋼";"16.9 毫\t米\t钢\t板";"Thép 16.9 mm";;
"armor_class/armor18";"Steel 18 mm";"Acier 18 mm";"Acciaio 18mm";"Stahl (18 mm)";"Acero 18 mm";"Сталь 18 мм";"Stal 18 mm";"18 mm ocel";"Çelik 18 mm";"18 毫\t米\t钢\t板";"鋼\t18mm";"Aço de 18 mm";"Сталь 18 мм";"Steel 18 mm";"18 mm-es acél";"18 mm 강판";"Сталь 18 мм";"Steel 18 mm";"18 毫\t米\t鋼\t板";"Steel 18 mm";"Thép 18 mm";;
"armor_class/armor19_05";"Steel 19.05 mm";"Acier 19.05 mm";"Acciaio 19.05mm";"Stahl (19,05 mm)";"Acero 19.05 mm";"Сталь 19.05 мм";"Stal 19,05 mm";"19 mm ocel";"Çelik 19.05 mm";"19.05 毫\t米\t钢\t板";"鋼 19.05mm";"19.05 mm de Aço";"Сталь 19.05 мм";"Čelik 19.05 mm";"19,05 mm acél";"19.05 mm 강판";"Сталь 19,05 мм";"Oțel 19,05 mm";"19.05 毫\t米\t鋼";"19.05 毫\t米\t钢\t板";"Thép 19.05 mm";;
"armor_class/armor20";"Steel 20 mm";"Acier 20 mm";"Acciaio 20mm";"Stahl (20 mm)";"Acero 20 mm";"Сталь 20 мм";"Stal 20 mm";"20 mm ocel";"Çelik 20 mm";"20 毫\t米\t钢\t板";"鋼 20mm";"20 mm de Aço";"Сталь 20 мм";"Čelik 20 mm";"20 mm acél";"20 mm 강판";"Сталь 20 мм";"Oțel 20 mm";"20 毫\t米\t鋼";"20 毫\t米\t钢\t板";"Thép 20 mm";;
"armor_class/armor21";"Steel 21 mm";"Acier 21 mm";"Acciaio 21mm";"Stahl (21 mm)";"Acero 21 mm";"Сталь 21 мм";"Stal 21 mm";"21 mm ocel";"Çelik 21 mm";"21 毫\t米\t钢\t板";"鋼 21mm";"21 mm de Aço";"Сталь 21 мм";"Čelik 21 mm";"21 mm acél";"21 mm 강판";"Сталь 21 мм";"Oțel 21 mm";"21 毫\t米\t鋼";"21 毫\t米\t钢\t板";"Thép 21 mm";;
"armor_class/armor22_23";"Steel 22.23 mm";"Acier de 22,23 mm";"Acciaio 22.23mm";"Stahl 22.23 mm";"Acero 22.23 mm";"Сталь 22.23 мм";"Stal 22.23 mm";"22.23 mm ocel";"Çelik 22.23 mm";"22.23 毫\t米\t钢\t板";"鋼 22.23mm";"Aço de 22.23 mm";"Сталь 22.23 мм";"Čelik 22.23 mm";"22,23 mm acél";"22.23 mm 강판";"Сталь 22,23 мм";"Steel 22.23 mm";"22.23 毫\t米\t鋼\t板";"22.23\t毫\t米\t钢\t板";"Thép 22.23 mm";;
"armor_class/armor25";"Steel 25 mm";"Acier 25 mm";"Acciaio 25mm";"Stahl (25 mm)";"Acero 25 mm";"Сталь 25 мм";"Stal 25 mm";"25 mm ocel";"Çelik 25 mm";"25 毫\t米\t钢\t板";"鋼 25mm";"25 mm de Aço";"Сталь 25 мм";"Čelik 25 mm";"25 mm acél";"25 mm 강판";"Сталь 25 мм";"Oțel 25 mm";"25 毫\t米\t鋼";"25 毫\t米\t钢\t板";"Thép 25 mm";;
"armor_class/armor25_5";"Steel 25.5 mm";"Acier 25.5 mm";"Acciaio 25.5mm";"Stahl (25,5 mm)";"Acero 25.5 mm";"Сталь 25.5 мм";"Stal 25,5 mm";"25,5 mm ocel";"Çelik 25.5 mm";"25.5 毫\t米\t钢\t板";"鋼 25.5mm";"25.5 mm";"Сталь 25.5 мм";"Čelik 25.5 mm";"25,5 mm acél";"25.5 mm 강판";"Сталь 25,5 мм";"Oțel 25,5 mm";"25.5 毫\t米\t鋼";"25.5 毫\t米\t钢\t板";"Thép 25.5 mm";;
"armor_class/armor27";"Steel 27 mm";"Acier 27mm";"Acciaio 27mm";"Stahl (27 mm)";"Acero 27 mm";"Сталь 27 мм";"Stal 27 mm";"27 mm ocel";"Çelik 27 mm";"27 毫\t米\t钢\t板";"鋼\t27mm";"Aço de 27 mm";"Сталь 27 мм";"Čelik 27 mm";"27 mm acél";"27 mm 강판";"Сталь 27 мм";"Oțel 27 mm";"27 毫\t米\t鋼";"27\t毫\t米\t钢\t板";"Thép 27 mm";;
"armor_class/armor30";"Steel 30 mm";"Acier 30 mm";"Acciaio 30mm";"Stahl (30 mm)";"Acero 30 mm";"Сталь 30 мм";"Stal 30 mm";"30 mm ocel";"Çelik 30 mm";"30 毫\t米\t钢\t板";"鋼 30mm";"30 mm de Aço";"Сталь 30 мм";"Čelik 30 mm";"30 mm acél";"30 mm 강판";"Сталь 30 мм";"Oțel 30 mm";"30 毫\t米\t鋼";"30 毫\t米\t钢\t板";"Thép 30 mm";;
"armor_class/armor32";"Steel 32 mm";"Acier 32mm";"Acciaio 32mm";"Stahl (32 mm)";"Acero 32 mm";"Сталь 32 мм";"Stal 32 mm";"32 mm ocel";"Çelik 32 mm";"32 毫\t米\t钢\t板";"鋼\t32mm";"Aço de 32 mm";"Сталь 32 мм";"Čelik 32 mm";"32 mm acél";"32 mm 강판";"Сталь 32 мм";"Oțel 32 mm";"32 毫\t米\t鋼";"32\t毫\t米\t钢\t板";"Thép 32 mm";;
"armor_class/armor38";"Steel 38 mm";"Acier 38 mm";"Acciaio 38mm";"Stahl (38 mm)";"Acero 38 mm";"Сталь 38 мм";"Stal 38 mm";"38 mm ocel";"Çelik 38 mm";"38 毫\t米\t钢\t板";"鋼 38mm";"38 mm de Aço";"Сталь 38 мм";"Čelik 38 mm";"38 mm acél";"38 mm 강판";"Сталь 38 мм";"Oțel 38 mm";"38 毫\t米\t鋼";"38 毫\t米\t钢\t板";"Thép 38 mm";;
"armor_class/armor40";"Steel 40 mm";"Acier 40 mm";"Acciaio 40mm";"Stahl (40 mm)";"Acero 40 mm";"Сталь 40 мм";"Stal 40 mm";"40 mm ocel";"Çelik 40 mm";"40 毫\t米\t钢\t板";"鋼 40mm";"40 mm de Aço";"Сталь 40 мм";"Čelik 40 mm";"40 mm acél";"40 mm 강판";"Сталь 40 мм";"Oțel 40 mm";"40 毫\t米\t鋼";"40 毫\t米\t钢\t板";"Thép 40 mm";;
"armor_class/armor45";"Steel 45 mm";"Acier 45 mm";"Acciaio 45mm";"Stahl (45 mm)";"Acero 45 mm";"Сталь 45 мм";"Stal 45 mm";"45 mm ocel";"Çelik 45 mm";"45 毫\t米\t钢\t板";"鋼 45mm";"45 mm de Aço";"Сталь 45 мм";"Čelik 45 mm";"45 mm acél";"45 mm 강판";"Сталь 45 мм";"Oțel 45 mm";"45 毫\t米\t鋼";"45 毫\t米\t钢\t板";"Thép 45 mm";;
"armor_class/armor50";"Steel 50 mm";"Acier 50 mm";"Acciaio 50mm";"Stahl (50 mm)";"Acero 50 mm";"Сталь 50 мм";"Stal 50 mm";"50 mm ocel";"Çelik 50 mm";"50 毫\t米\t钢\t板";"鋼 50mm";"50 mm de Aço";"Сталь 50 мм";"Čelik 50 mm";"50 mm acél";"50 mm 강판";"Сталь 50 мм";"Oțel 50 mm";"50 毫\t米\t鋼";"50 毫\t米\t钢\t板";"Thép 50 mm";;
"armor_class/armor55";"Steel 55 mm";"Acier 55 mm";"Acciaio 55mm";"Stahl (55 mm)";"Acero 55 mm";"Сталь 55 мм";"Stal 55 mm";"55 mm ocel";"Çelik 55 mm";"55 毫\t米\t钢\t板";"鋼 55mm";"55 mm de Aço";"Сталь 55 мм";"Čelik 55 mm";"55 mm acél";"55 mm 강판";"Сталь 55 мм";"Oțel 55 mm";"55 毫\t米\t鋼";"55 毫\t米\t钢\t板";"Thép 55 mm";;
"armor_class/armor60";"Steel 60 mm";"Acier 60 mm";"Acciaio 60mm";"Stahl (60 mm)";"Acero 60 mm";"Сталь 60 мм";"Stal 60 mm";"60 mm ocel";"Çelik 60 mm";"60 毫\t米\t钢\t板";"鋼 60mm";"60 mm de Aço";"Сталь 60 мм";"Čelik 60 mm";"60 mm acél";"60 mm 강판";"Сталь 60 мм";"Oțel 60 mm";"60 毫\t米\t鋼";"60 毫\t米\t钢\t板";"Thép 60 mm";;
"armor_class/armor64";"Steel 64 mm";"Acier 64 mm";"Acciaio 64mm";"Stahl (64 mm)";"Acero 64 mm";"Сталь 64 мм";"Stal 64 mm";"64 mm ocel";"Çelik 64 mm";"64 毫\t米\t钢\t板";"鋼 64mm";"64 mm de Aço";"Сталь 64 мм";"Čelik 64 mm";"64 mm acél";"64 mm 강판";"Сталь 64 мм";"Oțel 64 mm";"64 毫\t米\t鋼";"64 毫\t米\t钢\t板";"Thép 64 mm";;
"armor_class/armor65";"Steel 65 mm";"Acier 65 mm";"Acciaio 65mm";"Stahl 65 mm";"Acero 65 mm";"Сталь 65 мм";"Stal 65 mm";"65 mm ocel";"Çelik 65 mm";"65 毫\t米\t钢\t板";"鋼 65 mm";"Aço de 65 mm";"Сталь 65 мм";"Čelik 65 mm";"65 mm acél";"65 mm 강판";"Сталь 65 мм";"Oțel 65 mm";"65 毫\t米\t鋼";"65\t毫\t米\t钢\t板";"Thép 65 mm";;
"armor_class/armor66";"Steel 66 mm";"Acier 66 mm";"Acciaio 66mm";"Stahl (66 mm)";"Acero 66 mm";"Сталь 66 мм";"Stal 66 mm";"66 mm ocel";"Çelik 66 mm";"66 毫\t米\t钢\t板";"鋼 66mm";"66 mm de Aço";"Сталь 66 мм";"Čelik 66 mm";"66 mm acél";"66 mm 강판";"Сталь 66 мм";"Oțel 66 mm";"66 毫\t米\t鋼";"66 毫\t米\t钢\t板";"Thép 66 mm";;
"armor_class/armor70";"Steel 70 mm";"Acier 70 mm";"Acciaio 70mm";"Stahl (70 mm)";"Acero 70 mm";"Сталь 70 мм";"Stal 70 mm";"70 mm ocel";"Çelik 70 mm";"70 毫\t米\t钢\t板";"鋼 70mm";"70 mm de Aço";"Сталь 70 мм";"Čelik 70 mm";"70 mm acél";"70 mm 강판";"Сталь 70 мм";"Oțel 70 mm";"70 毫\t米\t鋼";"70 毫\t米\t钢\t板";"Thép 70 mm";;
"armor_class/armor75";"Steel 75 mm";"Acier 75 mm";"Acciaio 75mm";"Stahl (75 mm)";"Acero 75 mm";"Сталь 75 мм";"Stal 75 mm";"75 mm ocel";"Çelik 75 mm";"75 毫\t米\t钢\t板";"鋼 75mm";"75 mm de Aço";"Сталь 75 мм";"Čelik 75 mm";"75 mm acél";"75 mm 강판";"Сталь 75 мм";"Oțel 75 mm";"75 毫\t米\t鋼";"75 毫\t米\t钢\t板";"Thép 75 mm";;
"armor_class/armor80";"Steel 80 mm";"Acier 80 mm";"Acciaio 80mm";"Stahl (80 mm)";"Acero 80 mm";"Сталь 80 мм";"Stal 80 mm";"80 mm ocel";"Çelik 80 mm";"80 毫\t米\t钢\t板";"鋼 80mm";"80 mm de Aço";"Сталь 80 мм";"Čelik 80 mm";"80 mm acél";"80 mm 강판";"Сталь 80 мм";"Oțel 80 mm";"80 毫\t米\t鋼";"80 毫\t米\t钢\t板";"Thép 80 mm";;
"armor_class/armor99";"Steel 99 mm";"Acier 99 mm";"Acciaio 99mm";"Stahl (99 mm)";"Acero 99 mm";"Сталь 99 мм";"Stal 99 mm";"99 mm ocel";"Çelik 99 mm";"99 毫\t米\t钢\t板";"鋼 99mm";"99 mm de Aço";"Сталь 99 мм";"Čelik 99 mm";"99 mm acél";"99 mm 강판";"Сталь 99 мм";"Oțel 99 mm";"99 毫\t米\t鋼";"99 毫\t米\t钢\t板";"Thép 99 mm";;
"armor_class/armor250";"Steel 250 mm";"Acier 250 mm";"Acciaio 250mm";"Stahl (250 mm)";"Acero 250 mm";"Сталь 250 мм";"Stal 250 mm";"250 mm ocel";"Çelik 250 mm";"250 毫\t米\t钢\t板";"鋼 250mm";"250 mm de Aço";"Сталь 250 мм";"Čelik 250 mm";"250 mm acél";"250 mm 강판";"Сталь 250 мм";"Oțel 250 mm";"250 毫\t米\t鋼";"250 毫\t米\t钢\t板";"Thép 250 mm";;
"armor_class/alum_alloy6_35";"Aluminium Alloy 6.35 mm";"Alliage d'aluminium 6,35 mm";"Lega di Alluminio da 6.35mm";"Aluminium-Legierung 6.35";"Aleación de aluminio 6.35 mm";"Алюминиевый сплав 6.35 мм";"Stop aluminium 6,35 mm";"6.35 mm slitina hliníku";"Alüminyum alaşım 6.35 mm";"6.35 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t6.35 mm";"Liga Alumínio 6.35 mm";"Алюмінієвий сплав 6.35 мм";"Legura Aluminijuma 6.35";"6,35 mm alumíniumötvözet";"6.35 mm 알루미늄 합금";"Алюмініевы сплаў 6.35";"Aluminium Alloy 6.35 mm";"6.35 毫\t米\t鋁\t合\t金";"6.35\t毫\t米\t铝\t合\t金";"Hợp kim nhôm 6.35 mm";;
"armor_class/alum_alloy8";"Aluminium Alloy 8 mm";"Alliage d'aluminium 8 mm";"Lega di Alluminio da 8mm";"Aluminium-Legierung (8 mm)";"Aleación de Aluminio 8 mm";"Алюминиевый сплав 8 мм";"Stop aluminium 8 mm";"8 mm slitina hliníku";"Alüminyum alaşım 8 mm";"8 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t8mm";"Liga de Alumínio 8 mm";"Алюмінієвий сплав 8 мм";"Aluminium Alloy 8 mm";"8 mm alumíniumötvözet";"8 mm 알루미늄 합금";"Алюмініевы сплаў 8";"Aluminium Alloy 8 mm";"8 毫\t米\t鋁\t合\t金";"Aluminium Alloy 8 mm";"Hợp kim nhôm 8 mm";;
"armor_class/alum_alloy10";"Aluminium Alloy 10 mm";"Alliage d'aluminium 10 mm";"Lega di Alluminio da 10mm";"Aluminium-Legierung 10 mm";"Aleación de aluminio 10 mm";"Алюминиевый сплав 10 мм";"Stop aluminium 10 mm";"10 mm slitina hliníku";"Alüminyum alaşım 10 mm";"10 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t10mm";"Liga de Alumínio de 10mm";"Алюмінієвий сплав 10 мм";"Aluminium Alloy 10 mm";"10 mm alumíniumötvözet";"10 mm 알루미늄 합금";"Алюмініевы сплаў 10";"Aluminium Alloy 10 mm";"10 毫\t米\t鋁\t合\t金";"10\t毫\t米\t铝\t合\t金";"Hợp kim nhôm 10 mm";;
"armor_class/alum_alloy16";"Aluminium Alloy 15.875 mm";"Alliage d'aluminium 15.875 mm";"Lega di Alluminio da 15.875 mm";"Aluminium-Legierung 15.875";"Aleación de aluminio 15.875 mm";"Алюминиевый сплав 15.875 мм";"Stop aluminium 15,875 mm";"15.875 mm slitina hliníku";"Alüminyum alaşım 15.875 mm";"15.875 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t15.875 mm";"Liga de Alumínio de 15,875 mm";"Алюмінієвий сплав 15.875 мм";"Legura Aluminijuma 15.875";"15,875 mm alumíniumötvözet";"15.875 mm 알루미늄 합금";"Алюмініевы сплаў 15.875";"Aluminium Alloy 15.875 mm";"15.875 毫\t米\t鋁\t合\t金";"15.875\t毫\t米\t铝\t合\t金";"Hợp kim nhôm 15.875 mm";;
"armor_class/alum_alloy18";"Aluminium Alloy 18 mm";"Alliage d'aluminium 18 mm";"Lega di Alluminio da 18mm";"Aluminium-Legierung (18 mm)";"Aleación de Aluminio 18 mm";"Алюминиевый сплав 18 мм";"Stop aluminium 18 mm";"18 mm slitina hliníku";"Alüminyum Alaşım 18 mm";"18 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t18mm";"Liga de Alumínio de 18 mm";"Алюмінієвий сплав 18 мм";"Aluminium Alloy 18 mm";"18 mm alumíniumötvözet";"18 mm 알루미늄 합금";"Алюмініевы сплаў 18 мм";"Aluminium Alloy 18 mm";"18 毫\t米\t鋁\t合\t金";"Aluminium Alloy 18 mm";"Hợp kim nhôm 18 mm";;
"armor_class/alum_alloy20";"Aluminium Alloy 20 mm";"Alliage d'aluminium 20 mm";"Lega di Alluminio da 20mm";"Aluminium-Legierung 20";"Aleación de aluminio 20 mm";"Алюминиевый сплав 20 мм";"Stop aluminium 20 mm";"20 mm slitina hliníku";"Alüminyum alaşım 20 mm";"20 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t20 mm";"Liga Alumínio 20 mm";"Алюмінієвий сплав 20 мм";"Legura Aluminijuma 20";"20 mm alumíniumötvözet";"20 mm 알루미늄 합금";"Алюмініевы сплаў 20";"Aluminium Alloy 20 mm";"20 毫\t米\t鋁\t合\t金 ";"20\t毫\t米\t铝\t合\t金";"Hợp kim nhôm 20 mm";;
"armor_class/alum_alloy36";"Aluminium Alloy 36 mm";"Alliage d'aluminium 36 mm";"Lega di Alluminio da 36mm";"Aluminium-Legierung 36 mm";"Aleación de aluminio 36 mm";"Алюминиевый сплав 36 мм";"Stop aluminium 36 mm";"36 mm slitina hliníku";"Alüminyum alaşım 36 mm";"36 毫\t米\t铝\t合\t金";"アルミニウム\t合金\t36mm";"Liga de Alumínio de 36 mm";"Алюмінієвий сплав 36 мм";"Legura Aluminijuma 36";"36 mm alumíniumötvözet";"알루미늄 합금 36 mm";"Алюмініевы сплаў 36";"Aluminium Alloy 36 mm";"36 毫\t米\t鋁\t合\t金";"36\t毫\t米\t铝\t合\t金";"Hợp kim nhôm 36 mm";;
"armor_class/boron_carbide8";"Composite - kevlar boron carbide";"Composite - carbure de bore";"Composito - carburo di boro";"Verbundwerkstoff - Borcarbid";"Compuesto - carburo de boro";"Композит - кевлар карбид бора";"Kompozyt - węglik boru";"Kompozit - kevlar karbid boru";"Kompozit - kevlar bor karbür";"复\t合\t材\t料 — 凯\t芙\t拉\t纤\t维\t／\t碳\t化\t硼";"複合‐炭化\tホウ\t素";"Compósito - carboneto de boro";"Композит - кевлар карбід бору";"Composite - kevlar boron carbide";"Kompozit páncél (bór-karbid)";"복합재 - 케블라 보론카바이드";"Кампазіт - кеўлар карбід бору";"Compozit - carbură de bor";"複\t合\t材\t料 - 克\t維\t拉\t碳\t化\t硼";"复\t合\t内\t衬\t-\t碳\t化\t硼";"Composite - kevlar boron carbide";;
"armor_class/boron_carbide20";"Composite - kevlar boron carbide";"Composite - carbure de bore";"Composito - carburo di boro";"Verbundwerkstoff - Borcarbid";"Compuesto - carburo de boro";"Композит - кевлар карбид бора";"Kompozyt - węglik boru";"Kompozit - kevlar karbid boru";"Kompozit - kevlar bor karbür";"复\t合\t材\t料 — 凯\t芙\t拉\t纤\t维\t／\t碳\t化\t硼";"複合‐炭化\tホウ\t素";"Compósito - carboneto de boro";"Композит - кевлар карбід бору";"Composite - kevlar boron carbide";"Kompozit páncél (bór-karbid)";"복합재 - 케블라 보론카바이드";"Кампазіт - кеўлар карбід бору";"Compozit - carbură de bor";"複\t合\t材\t料 - 克\t維\t拉\t碳\t化\t硼";"复\t合\t内\t衬\t-\t碳\t化\t硼";"Composite - kevlar boron carbide";;
"armor_class/amar_air20";"Composite - AMAP-AIR";"Composite - AMAP-AIR";"Composito - AMAP-ARIA";"Komposit - AMAP-AIR";"Compuesto - AMAP-AIR";"Композит - AMAP-AIR";"Kompozyt - AMAP-AIR";"kompozit - AMAP-AIR";"Kompozit - AMAP-AIR";"复\t合\t材\t料 — AMAP-AIR";"複合材料 - AMAP-AIR（先進的\tモジュール\t装甲防御「AIR」\t）";"Compósito - AMAP-AIR";"Композит - AMAP-AIR";"Composite - AMAP-AIR";"Kompozit páncél (AMAP-AIR)";"복합재 - AMAP-AIR";"Кампазіт - AMAP-AIR";"Compozit - AMAP-AIR";"複\t合\t-\t先\t進\t模\t組\t化\t複\t合\t裝\t甲\t-\t空\t軍";"复\t合\t材\t料\t—\t先\t进\t模\t组\t化\t复\t合\t装\t甲\t—\t空\t军";"Composite - AMAP-AIR";;
"armor_class/composite16";"Composite - alum ceramic";"Composite - aluminium céramique";"Composito - alluminio ceramica ";"Komposit - Alaun Keramik";"Compuesto - aluminio cerámica ";"Композит - алюминий керамика";"Kompozyt ceramiczny – tlenek glinu ";"Kompozit - hliník keramika ";"Kompozit - alümina seramik";"复\t合\t材\t料 — 氧\t化\t铝\t陶\t瓷";"複合：\tアルミナセラミック";"Compósito - alumínio e cerâmica ";"Композит - алюміній кераміка ";"Composite - alum ceramic";"Kompozit - kerámia alumínium";"복합재 - 알루미늄 세라믹";"Кампазіт - алюміній кераміка";"Composite - alum ceramic";"複\t合\t材\t料 — 氧\t化\t鋁\t陶\t瓷";"复\t合\t材\t料\t—\t氧\t化\t铝\t陶\t瓷";"Composite - nhôm oxide";;
"armor_class/composite26";"Composite - alum ceramic";"Composite - aluminium céramique";"Composito - alluminio ceramica ";"Komposit - Alaun Keramik";"Compuesto - aluminio cerámica ";"Композит - алюминий керамика";"Kompozyt ceramiczny – tlenek glinu ";"Kompozit - hliník keramika ";"Kompozit - alümina seramik";"复\t合\t材\t料 — 氧\t化\t铝\t陶\t瓷";"複合：\tアルミナセラミック";"Compósito - alumínio e cerâmica ";"Композит - алюміній кераміка ";"Composite - alum ceramic";"Kompozit - kerámia alumínium";"복합재 - 알루미늄 세라믹";"Кампазіт - алюміній кераміка";"Composite - alum ceramic";"複\t合\t材\t料 — 氧\t化\t鋁\t陶\t瓷";"复\t合\t材\t料\t—\t氧\t化\t铝\t陶\t瓷";"Composite - nhôm oxide";;
"armor_class/ceramic16";"Ceramic";"Céramique";"Ceramica";"Keramik";"Cerámico";"Керамика";"Ceramika";"keramika";"Seramik";"陶\t瓷";"セラミック";"Cerâmica";"Кераміка";"Ceramic";"Kerámia";"세라믹";"Кераміка";"Ceramic";"陶\t瓷";"陶\t瓷";"Gốm";;
"armor_class/titan10";"Titanium Alloy 10 mm";"Alliage de titane 10 mm";"Lega di Titanio da 10mm";"Titanlegierung (10 mm)";"Aleación de Titanio 10 mm";"Титановый сплав 10 мм";"Stop tytanu 10 mm";"10 mm slitina titanu";"Titanyum Alaşım 10 mm";"10 毫\t米\t钛\t合\t金";"チタン\t合金\t10mm";"Liga de Titânio 10 mm";"Титановий метал 10 мм";"Titanium Alloy 10 mm";"10 mm-es titán ötvözet";"10 mm 티타늄 합금";"Тытанавы сплаў 10 мм";"Titanium Alloy 10 mm";"10 毫\t米\t鈦\t合\t金";"Titanium Alloy 10 mm";"Hợp kim Titan 10 mm";;
"armor_class/titan17";"Titanium Alloy 17 mm";"Alliage de titane 17 mm";"Lega di Titanio da 17mm";"Titanlegierung (17 mm)";"Aleación de Titanio 17 mm";"Титановый сплав 17 мм";"Stop tytanu 17 mm";"17 mm slitina titanu";"Titanyum Alaşım 17 mm";"17 毫\t米\t钛\t合\t金";"チタン\t合金\t17mm";"Liga de Titânio 17 mm";"Титановий сплав 17 мм";"Titanium Alloy 17 mm";"17 mm-es titán ötvözet";"17 mm 티타늄 합금";"Тытанавы сплаў 17 мм";"Titanium Alloy 17 mm";"17 毫\t米\t鈦\t合\t金";"Titanium Alloy 17 mm";"Hợp kim Titan 17 mm";;
"armor_class/titan24";"Titanium Alloy 24 mm";"Alliage de titane 24 mm";"Lega di Titanio da 24mm";"Titanlegierung (24 mm)";"Aleación de Titanio 24 mm";"Титановый сплав 24 мм";"Stop tytanu 24 mm";"24 mm slitina titanu";"Titanyum Alaşım 24 mm";"24 毫\t米\t钛\t合\t金";"チタン\t合金\t24mm";"Liga de Titânio 24 mm";"Титановий сплав 24 мм";"Titanium Alloy 24 mm";"24 mm-es titán ötvözet";"24 mm 티타늄 합금";"Тытанавы сплаў 24 мм";"Titanium Alloy 24 mm";"24 毫\t米\t鈦\t合\t金";"Titanium Alloy 24 mm";"Hợp kim Titan 24 mm";;
"armor_class/titan38";"Titanium Alloy";"Alliage de titane ";"Lega di Titanio";"Titanlegierung";"Aleación de Titanio";"Титановый сплав";"Stop tytanu";"Slitina titanu";"Titanyum Alaşım";"钛\t合\t金";"チタン\t合金";"Liga de titânio";"Титановий сплав";"Titanium Alloy";"Titán ötvözet";"티타늄 합금";"Тытанавы сплаў";"Titanium Alloy";"鈦\t合\t金";"Titanium Alloy";"Hợp kim Titan";;
"armor_class/kevlar5";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"Кевлар";"Kevlar";"kevlar";"Kevlar";"凯\t芙\t拉\t纤\t维";"ケブラー";"Kevlar";"Кевлар";"Kevlar";"Kevlár";"케블라";"Кеўлар";"Kevlar";"克\t維\t拉\t纖\t維";"凯\t芙\t拉\t合\t成\t纤\t维";"Kevlar";;
